Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time
Matthew Liberatore,L,STL,CLE,3.73,4.5,130,0.435,0.319,-0.116,-166,0.624,0.681,0.057,0,1,2023-05-26 19:10:00
Shane Bieber,R,CLE,STL,5.63,5.5,-102,0.505,0.492,-0.013,-126,0.558,0.508,-0.05,0,0,2023-05-26 19:10:00
Taijuan Walker,R,PHI,ATL,4.58,4.5,130,0.435,0.483,0.048,-166,0.624,0.517,-0.107,1,0,2023-05-26 19:20:00
Kevin Gausman,R,TOR,MIN,8.01,7.5,-152,0.603,0.549,-0.054,120,0.455,0.451,-0.004,0,0,2023-05-26 20:10:00
Louie Varland,R,MIN,TOR,4.67,4.5,-156,0.609,0.499,-0.11,124,0.446,0.501,0.055,0,1,2023-05-26 20:10:00
Alex Wood,L,SFG,MIL,5.46,5.5,-108,0.519,0.465,-0.054,-118,0.541,0.535,-0.006,0,0,2023-05-26 20:10:00
Freddy Peralta,R,MIL,SFG,6.12,6.5,-118,0.541,0.414,-0.127,-106,0.515,0.586,0.071,0,1,2023-05-26 20:10:00
Patrick Corbin,L,WAS,KCR,4.21,3.5,-142,0.587,0.607,0.02,112,0.472,0.393,-0.079,0,0,2023-05-26 20:10:00
Jordan Lyles,R,KCR,WAS,3.73,3.5,-108,0.519,0.511,-0.008,-118,0.541,0.489,-0.052,0,0,2023-05-26 20:10:00
Max Scherzer,R,NYM,COL,6.84,5.5,120,0.455,0.678,0.223,-152,0.603,0.322,-0.281,1,0,2023-05-26 20:40:00
Connor Seabold,R,COL,NYM,4.28,3.5,128,0.439,0.619,0.18,-164,0.621,0.381,-0.24,1,0,2023-05-26 20:40:00
Jesus Luzardo,L,MIA,LAA,6.48,5.5,-154,0.606,0.628,0.022,120,0.455,0.372,-0.083,1,0,2023-05-26 21:38:00
Reid Detmers,L,LAA,MIA,5.3,5.5,-160,0.615,0.436,-0.179,126,0.442,0.564,0.122,0,1,2023-05-26 21:38:00
Hunter Brown,R,HOU,OAK,7.84,6.5,120,0.455,0.667,0.212,-152,0.603,0.333,-0.27,1,0,2023-05-26 21:40:00
James Kaprielian,R,OAK,HOU,3.92,4.5,110,0.476,0.355,-0.121,-140,0.583,0.645,0.062,0,1,2023-05-26 21:40:00
Chris Sale,L,BOS,ARI,5.46,6.5,112,0.472,0.308,-0.164,-142,0.587,0.692,0.105,0,1,2023-05-26 21:40:00
Mitch Keller,R,PIT,SEA,6.16,6.5,-116,0.537,0.419,-0.118,-110,0.524,0.581,0.057,0,1,2023-05-26 22:10:00
George Kirby,R,SEA,PIT,5.15,5.5,-116,0.537,0.41,-0.127,-110,0.524,0.59,0.066,0,1,2023-05-26 22:10:00
Andrew Heaney,L,TEX,BAL,6.81,5.5,-122,0.55,0.674,0.124,-106,0.515,0.326,-0.189,1,0,2023-05-27 16:05:00
Clayton Kershaw,L,LAD,TBR,7.07,6.5,100,0.5,0.561,0.061,-128,0.561,0.439,-0.122,1,0,2023-05-27 16:10:00
Brandon Williamson,L,CIN,CHC,5.16,4.5,114,0.467,0.586,0.119,-144,0.59,0.414,-0.176,1,0,2023-05-27 19:15:00
Michael Wacha,R,SDP,NYY,4.99,4.5,106,0.485,0.558,0.073,-134,0.573,0.442,-0.131,1,0,2023-05-27 13:05:00
Luis Severino,R,NYY,SDP,5.82,5.5,-128,0.561,0.525,-0.036,100,0.5,0.475,-0.025,0,0,2023-05-27 13:05:00
Jesse Scholtens,R,CHW,DET,5.16,4.5,-102,0.505,0.586,0.081,-124,0.554,0.414,-0.14,1,0,2023-05-27 13:10:00
Michael Lorenzen,R,DET,CHW,4.75,4.5,-168,0.627,0.515,-0.112,130,0.435,0.485,0.05,0,1,2023-05-27 13:10:00
Chris Bassitt,R,TOR,MIN,5.07,5.5,-110,0.524,0.396,-0.128,-116,0.537,0.604,0.067,0,1,2023-05-27 14:10:00
Pablo Lopez,R,MIN,TOR,6.71,6.5,-106,0.515,0.506,-0.009,-118,0.541,0.494,-0.047,0,0,2023-05-27 14:10:00
Dean Kremer,R,BAL,TEX,4.04,5.5,130,0.435,0.222,-0.213,-166,0.624,0.778,0.154,0,1,2023-05-27 16:05:00
Tyler Glasnow,R,TBR,LAD,4.84,6.5,106,0.485,0.215,-0.27,-134,0.573,0.785,0.212,0,1,2023-05-27 16:10:00
Zack Wheeler,R,PHI,ATL,6.28,6.5,100,0.5,0.439,-0.061,-128,0.561,0.561,0.0,0,0,2023-05-27 16:10:00
Charlie Morton,R,ATL,PHI,6.55,6.5,-128,0.561,0.481,-0.08,100,0.5,0.519,0.019,0,0,2023-05-27 16:10:00
Josiah Gray,R,WAS,KCR,4.53,4.5,-130,0.565,0.473,-0.092,102,0.495,0.527,0.032,0,1,2023-05-27 16:10:00
Brady Singer,R,KCR,WAS,6.25,4.5,122,0.45,0.747,0.297,-156,0.609,0.253,-0.356,1,0,2023-05-27 16:10:00
Luis Castillo,R,SEA,PIT,7.39,7.5,112,0.472,0.459,-0.013,-144,0.59,0.54,-0.05,0,0,2023-05-27 16:10:00
Logan Webb,R,SFG,MIL,5.99,5.5,-116,0.537,0.553,0.016,-112,0.528,0.447,-0.081,0,0,2023-05-27 16:10:00
Corbin Burnes,R,MIL,SFG,6.99,7.5,114,0.467,0.4,-0.067,-144,0.59,0.6,0.01,0,0,2023-05-27 16:10:00
Garrett Whitlock,R,BOS,ARI,4.09,3.5,-160,0.615,0.584,-0.031,126,0.442,0.416,-0.026,0,0,2023-05-27 19:15:00
Zach Davies,R,ARI,BOS,3.17,3.5,100,0.5,0.391,-0.109,-128,0.561,0.609,0.048,0,1,2023-05-27 19:15:00
Jameson Taillon,R,CHC,CIN,4.65,4.5,-112,0.528,0.496,-0.032,-112,0.528,0.504,-0.024,0,0,2023-05-27 19:15:00
Jack Flaherty,R,STL,CLE,4.44,4.5,-122,0.55,0.457,-0.093,-104,0.51,0.543,0.033,0,1,2023-05-27 19:15:00
Tanner Bibee,R,CLE,STL,5.16,4.5,-154,0.606,0.586,-0.02,122,0.45,0.414,-0.036,0,0,2023-05-27 19:15:00
Justin Verlander,R,NYM,COL,5.54,5.5,106,0.485,0.479,-0.006,-134,0.573,0.521,-0.052,0,0,2023-05-27 21:10:00
Cody Bradford,L,TEX,BAL,4.9,4.5,122,0.45,0.542,0.092,-154,0.606,0.458,-0.148,1,0,2023-05-28 13:35:00
Eduardo Rodriguez,L,DET,CHW,5.41,5.5,-118,0.541,0.455,-0.086,-108,0.519,0.545,0.026,0,1,2023-05-28 13:40:00
Jordan Montgomery,L,STL,CLE,4.87,4.5,-112,0.528,0.536,0.008,-112,0.528,0.464,-0.064,0,0,2023-05-28 13:40:00
MacKenzie Gore,L,WAS,KCR,4.58,5.5,108,0.481,0.311,-0.17,-138,0.58,0.689,0.109,0,1,2023-05-28 14:10:00
Daniel Lynch,L,KCR,WAS,4.38,4.5,128,0.439,0.444,0.005,-164,0.621,0.556,-0.065,0,0,2023-05-28 14:10:00
Drew Smyly,L,CHC,CIN,4.85,5.5,112,0.472,0.358,-0.114,-142,0.587,0.642,0.055,0,1,2023-05-28 14:20:00
Austin Gomber,L,COL,NYM,5.11,2.5,-176,0.638,0.884,0.246,138,0.42,0.116,-0.304,1,0,2023-05-28 15:10:00
Patrick Sandoval,L,LAA,MIA,4.77,4.5,-106,0.515,0.518,0.003,-122,0.55,0.482,-0.068,0,0,2023-05-28 16:07:00
Marco Gonzales,L,SEA,PIT,3.77,4.5,108,0.481,0.326,-0.155,-138,0.58,0.674,0.094,0,1,2023-05-28 16:10:00
Kyle Bradish,R,BAL,TEX,4.43,4.5,-134,0.573,0.454,-0.119,104,0.49,0.546,0.056,0,1,2023-05-28 13:35:00
Yu Darvish,R,SDP,NYY,6.98,5.5,-142,0.587,0.696,0.109,112,0.472,0.304,-0.168,1,0,2023-05-28 13:35:00
Gerrit Cole,R,NYY,SDP,7.31,7.5,-110,0.524,0.447,-0.077,-116,0.537,0.553,0.016,0,0,2023-05-28 13:35:00
Dylan Cease,R,CHW,DET,6.59,6.5,102,0.495,0.488,-0.007,-130,0.565,0.512,-0.053,0,0,2023-05-28 13:40:00
Hunter Gaddis,R,CLE,STL,2.67,3.5,-156,0.609,0.28,-0.329,122,0.45,0.72,0.27,0,1,2023-05-28 13:40:00
Alex Cobb,R,SFG,MIL,5.93,5.5,106,0.485,0.543,0.058,-136,0.576,0.457,-0.119,1,0,2023-05-28 14:10:00
Colin Rea,R,MIL,SFG,4.3,4.5,104,0.49,0.429,-0.061,-132,0.569,0.571,0.002,0,0,2023-05-28 14:10:00
Jose Berrios,R,TOR,MIN,4.54,6.5,126,0.442,0.174,-0.268,-160,0.615,0.826,0.211,0,1,2023-05-28 14:10:00
Bailey Ober,R,MIN,TOR,5.38,4.5,-148,0.597,0.624,0.027,116,0.463,0.376,-0.087,1,0,2023-05-28 14:10:00
Graham Ashcraft,R,CIN,CHC,4.18,4.5,106,0.485,0.407,-0.078,-134,0.573,0.593,0.02,0,0,2023-05-28 14:20:00
Tylor Megill,R,NYM,COL,4.16,3.5,-142,0.587,0.596,0.009,112,0.472,0.404,-0.068,0,0,2023-05-28 15:10:00
Eury Perez,R,MIA,LAA,4.9,5.5,116,0.463,0.366,-0.097,-146,0.593,0.634,0.041,0,1,2023-05-28 16:07:00
Cristian Javier,R,HOU,OAK,7.41,6.5,-130,0.565,0.61,0.045,104,0.49,0.39,-0.1,1,0,2023-05-28 16:07:00
Luis Medina,R,OAK,HOU,4.9,4.5,112,0.472,0.542,0.07,-142,0.587,0.458,-0.129,1,0,2023-05-28 16:07:00
Tanner Houck,R,BOS,ARI,3.94,4.5,126,0.442,0.36,-0.082,-160,0.615,0.64,0.025,0,1,2023-05-28 16:10:00
Merrill Kelly,R,ARI,BOS,4.66,4.5,-104,0.51,0.498,-0.012,-122,0.55,0.502,-0.048,0,0,2023-05-28 16:10:00
Luis Ortiz,R,PIT,SEA,3.64,4.5,-142,0.587,0.302,-0.285,112,0.472,0.698,0.226,0,1,2023-05-28 16:10:00
Dylan Covey,R,PHI,ATL,4.83,3.5,-110,0.524,0.71,0.186,-116,0.537,0.29,-0.247,1,0,2023-05-28 19:10:00
Spencer Strider,R,ATL,PHI,10.25,8.5,-136,0.576,0.693,0.117,106,0.485,0.305,-0.18,1,0,2023-05-28 19:10:00
Logan Allen,L,CLE,BAL,4.48,4.5,108,0.481,0.463,-0.018,-138,0.58,0.537,-0.043,0,0,2023-05-29 13:05:00
Rich Hill,L,PIT,SFG,4.1,5.5,122,0.45,0.231,-0.219,-156,0.609,0.769,0.16,0,1,2023-05-29 17:05:00
Tyler Wells,R,BAL,CLE,3.91,4.5,118,0.459,0.353,-0.106,-150,0.6,0.647,0.047,0,1,2023-05-29 13:05:00
Nathan Eovaldi,R,TEX,DET,5.76,6.5,102,0.495,0.356,-0.139,-130,0.565,0.644,0.079,0,1,2023-05-29 13:10:00
Taj Bradley,R,TBR,CHC,4.48,5.5,118,0.459,0.293,-0.166,-150,0.6,0.707,0.107,0,1,2023-05-29 14:20:00
Marcus Stroman,R,CHC,TBR,4.88,4.5,-136,0.576,0.538,-0.038,108,0.481,0.462,-0.019,0,0,2023-05-29 14:20:00
Karl Kauffmann,R,COL,ARI,4.48,3.5,124,0.446,0.654,0.208,-158,0.612,0.346,-0.266,1,0,2023-05-29 16:10:00
Ryne Nelson,R,ARI,COL,3.41,4.5,124,0.446,0.258,-0.188,-156,0.609,0.742,0.133,0,1,2023-05-29 16:10:00
Sonny Gray,R,MIN,HOU,6.12,5.5,-102,0.505,0.574,0.069,-124,0.554,0.426,-0.128,1,0,2023-05-29 16:10:00
J.P. France,R,HOU,MIN,4.48,6.5,120,0.455,0.166,-0.289,-152,0.603,0.834,0.231,0,1,2023-05-29 16:10:00
Anthony DeSclafani,R,SFG,PIT,4.77,4.5,-108,0.519,0.519,0.0,-118,0.541,0.481,-0.06,0,0,2023-05-29 17:05:00
Mike Soroka,R,ATL,OAK,4.48,4.5,-102,0.505,0.463,-0.042,-124,0.554,0.537,-0.017,0,0,2023-05-29 20:07:00
Paul Blackburn,R,OAK,ATL,4.98,3.5,-118,0.541,0.732,0.191,-108,0.519,0.268,-0.251,1,0,2023-05-29 20:07:00
Griffin Canning,R,LAA,CHW,4.33,4.5,-132,0.569,0.436,-0.133,104,0.49,0.564,0.074,0,1,2023-05-29 20:10:00
Michael Kopech,R,CHW,LAA,4.65,6.5,108,0.481,0.189,-0.292,-138,0.58,0.811,0.231,0,1,2023-05-29 20:10:00
Trevor Williams,R,WAS,LAD,3.56,3.5,-120,0.545,0.476,-0.069,-106,0.515,0.524,0.009,0,0,2023-05-29 21:10:00
Bobby Miller,R,LAD,WAS,4.48,4.5,-118,0.541,0.463,-0.078,-108,0.519,0.537,0.018,0,0,2023-05-29 21:10:00
Domingo German,R,NYY,SEA,4.56,5.5,100,0.5,0.307,-0.193,-128,0.561,0.693,0.132,0,1,2023-05-29 21:40:00
Bryce Miller,R,SEA,NYY,4.48,5.5,124,0.446,0.293,-0.153,-158,0.612,0.707,0.095,0,1,2023-05-29 21:40:00
Martin Perez,L,TEX,DET,4.77,4.5,106,0.485,0.518,0.033,-134,0.573,0.482,-0.091,1,0,2023-05-30 18:40:00
Yusei Kikuchi,L,TOR,MIL,4.47,5.5,-136,0.576,0.293,-0.283,108,0.481,0.707,0.226,0,1,2023-05-30 19:07:00
Ranger Suarez,L,PHI,NYM,4.88,4.5,114,0.467,0.539,0.072,-144,0.59,0.461,-0.129,1,0,2023-05-30 19:10:00
Shane McClanahan,L,TBR,CHC,6.46,6.5,-152,0.603,0.467,-0.136,120,0.455,0.533,0.078,0,1,2023-05-30 20:05:00
Tyler Anderson,L,LAA,CHW,4.41,4.5,122,0.45,0.45,0.0,-154,0.606,0.55,-0.056,0,0,2023-05-30 20:10:00
Nestor Cortes,L,NYY,SEA,5.84,6.5,112,0.472,0.368,-0.104,-144,0.59,0.632,0.042,0,1,2023-05-30 21:40:00
Kyle Freeland,L,COL,ARI,4.57,3.5,-102,0.505,0.669,0.164,-126,0.558,0.331,-0.227,1,0,2023-05-30 21:40:00
JP Sears,L,OAK,ATL,4.74,4.5,-160,0.615,0.513,-0.102,126,0.442,0.487,0.045,0,1,2023-05-30 21:40:00
Alex Faedo,R,DET,TEX,4.15,4.5,-118,0.541,0.4,-0.141,-108,0.519,0.6,0.081,0,1,2023-05-30 18:40:00
Sandy Alcantara,R,MIA,SDP,4.5,5.5,-126,0.558,0.298,-0.26,-102,0.505,0.702,0.197,0,1,2023-05-30 18:40:00
Cal Quantrill,R,CLE,BAL,3.24,3.5,108,0.481,0.406,-0.075,-138,0.58,0.594,0.014,0,0,2023-05-30 19:05:00
Kyle Gibson,R,BAL,CLE,4.31,3.5,-138,0.58,0.625,0.045,108,0.481,0.375,-0.106,1,0,2023-05-30 19:05:00
Ben Lively,R,CIN,BOS,5.41,3.5,-102,0.505,0.788,0.283,-126,0.558,0.212,-0.346,1,0,2023-05-30 19:10:00
Brayan Bello,R,BOS,CIN,4.57,5.5,-104,0.51,0.309,-0.201,-122,0.55,0.691,0.141,0,1,2023-05-30 19:10:00
Kodai Senga,R,NYM,PHI,4.63,5.5,-140,0.583,0.319,-0.264,110,0.476,0.681,0.205,0,1,2023-05-30 19:10:00
Miles Mikolas,R,STL,KCR,4.27,4.5,-146,0.593,0.423,-0.17,114,0.467,0.577,0.11,0,1,2023-05-30 19:45:00
Kyle Hendricks,R,CHC,TBR,4.3,3.5,-126,0.558,0.624,0.066,-102,0.505,0.376,-0.129,1,0,2023-05-30 20:05:00
Joe Ryan,R,MIN,HOU,6.84,6.5,106,0.485,0.527,0.042,-134,0.573,0.473,-0.1,1,0,2023-05-30 20:10:00
Brandon Bielak,R,HOU,MIN,4.34,4.5,-126,0.558,0.437,-0.121,-102,0.505,0.563,0.058,0,1,2023-05-30 20:10:00
Lucas Giolito,R,CHW,LAA,5.84,6.5,100,0.5,0.369,-0.131,-128,0.561,0.631,0.07,0,1,2023-05-30 20:10:00
Logan Gilbert,R,SEA,NYY,6.4,5.5,-158,0.612,0.616,0.004,124,0.446,0.384,-0.062,0,0,2023-05-30 21:40:00
Zac Gallen,R,ARI,COL,5.32,6.5,-108,0.519,0.286,-0.233,-118,0.541,0.714,0.173,0,1,2023-05-30 21:40:00
Bryce Elder,R,ATL,OAK,5.27,5.5,106,0.485,0.431,-0.054,-136,0.576,0.569,-0.007,0,0,2023-05-30 21:40:00
Tony Gonsolin,R,LAD,WAS,4.79,4.5,-108,0.519,0.522,0.003,-118,0.541,0.478,-0.063,0,0,2023-05-30 22:10:00
Joey Wentz,L,DET,TEX,3.82,4.5,124,0.446,0.336,-0.11,-158,0.612,0.664,0.052,0,1,2023-05-31 13:10:00
Justin Steele,L,CHC,TBR,5.76,4.5,108,0.481,0.682,0.201,-138,0.58,0.318,-0.262,1,0,2023-05-31 14:20:00
Jared Shuster,L,ATL,OAK,4.85,4.5,-118,0.541,0.532,-0.009,-108,0.519,0.468,-0.051,0,0,2023-05-31 15:37:00
Alex Wood,L,SFG,PIT,5.78,4.5,-166,0.624,0.684,0.06,130,0.435,0.316,-0.119,1,0,2023-05-31 15:45:00
Patrick Corbin,L,WAS,LAD,3.12,4.5,128,0.439,0.206,-0.233,-160,0.615,0.794,0.179,0,1,2023-05-31 16:10:00
Blake Snell,L,SDP,MIA,6.59,5.5,100,0.5,0.644,0.144,-128,0.561,0.356,-0.205,1,0,2023-05-31 18:40:00
Braxton Garrett,L,MIA,SDP,4.84,4.5,-110,0.524,0.53,0.006,-116,0.537,0.47,-0.067,0,0,2023-05-31 18:40:00
James Paxton,L,BOS,CIN,6.18,5.5,-110,0.524,0.583,0.059,-116,0.537,0.417,-0.12,1,0,2023-05-31 19:10:00
Tommy Henry,L,ARI,COL,3.55,4.5,120,0.455,0.285,-0.17,-152,0.603,0.715,0.112,0,1,2023-05-31 21:40:00
Dane Dunning,R,TEX,DET,5.0,4.5,-112,0.528,0.56,0.032,-112,0.528,0.44,-0.088,1,0,2023-05-31 13:10:00
Lance Lynn,R,CHW,LAA,6.06,6.5,-118,0.541,0.404,-0.137,-108,0.519,0.596,0.077,0,1,2023-05-31 14:10:00
Zach Eflin,R,TBR,CHC,5.17,5.5,112,0.472,0.414,-0.058,-142,0.587,0.586,-0.001,0,0,2023-05-31 14:20:00
James Kaprielian,R,OAK,ATL,4.78,4.5,-110,0.524,0.519,-0.005,-116,0.537,0.481,-0.056,0,0,2023-05-31 15:37:00
Mitch Keller,R,PIT,SFG,5.66,6.5,-122,0.55,0.339,-0.211,-106,0.515,0.661,0.146,0,1,2023-05-31 15:45:00
Noah Syndergaard,R,LAD,WAS,3.75,3.5,-112,0.528,0.515,-0.013,-112,0.528,0.485,-0.043,0,0,2023-05-31 16:10:00
Julio Teheran,R,MIL,TOR,5.22,3.5,-122,0.55,0.765,0.215,-104,0.51,0.235,-0.275,1,0,2023-05-31 19:07:00
Alek Manoah,R,TOR,MIL,4.93,5.5,106,0.485,0.372,-0.113,-134,0.573,0.628,0.055,0,1,2023-05-31 19:07:00
Luke Weaver,R,CIN,BOS,5.21,3.5,-126,0.558,0.764,0.206,-102,0.505,0.236,-0.269,1,0,2023-05-31 19:10:00
Aaron Nola,R,PHI,NYM,7.08,5.5,-104,0.51,0.709,0.199,-122,0.55,0.291,-0.259,1,0,2023-05-31 19:10:00
Carlos Carrasco,R,NYM,PHI,4.22,4.5,-102,0.505,0.414,-0.091,-126,0.558,0.586,0.028,0,1,2023-05-31 19:10:00
Louie Varland,R,MIN,HOU,5.77,4.5,100,0.5,0.683,0.183,-128,0.561,0.317,-0.244,1,0,2023-05-31 20:10:00
Hunter Brown,R,HOU,MIN,5.38,7.5,120,0.455,0.177,-0.278,-154,0.606,0.823,0.217,0,1,2023-05-31 20:10:00
Clarke Schmidt,R,NYY,SEA,4.95,5.5,-154,0.606,0.375,-0.231,122,0.45,0.625,0.175,0,1,2023-05-31 21:40:00
George Kirby,R,SEA,NYY,5.82,5.5,102,0.495,0.524,0.029,-130,0.565,0.476,-0.089,1,0,2023-05-31 21:40:00
