,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
5,Alex Wood,L,SFG,WAS,5.41,3.5,-154.0,0.606,0.787,0.181,120.0,0.455,0.213,-0.242,1,0,2023-07-21 19:05:00,1,4.0,False,-100.0
6,Ranger Suarez,L,PHI,CLE,5.23,3.5,-122.0,0.55,0.766,0.216,-104.0,0.51,0.234,-0.276,1,0,2023-07-21 19:10:00,5,5.0,True,81.97
7,Ranger Suarez,L,PHI,CLE,5.23,3.5,-122.0,0.55,0.766,0.216,-104.0,0.51,0.234,-0.276,1,0,2023-07-21 19:10:00,5,5.0,True,81.97
14,JP Sears,L,OAK,HOU,5.28,4.5,-112.0,0.528,0.607,0.079,-112.0,0.528,0.393,-0.135,1,0,2023-07-21 21:40:00,1,5.2,False,-100.0
15,JP Sears,L,OAK,HOU,5.28,4.5,-112.0,0.528,0.607,0.079,-112.0,0.528,0.393,-0.135,1,0,2023-07-21 21:40:00,1,5.2,False,-100.0
22,Reese Olson,R,DET,SDP,5.58,4.5,106.0,0.485,0.655,0.17,-134.0,0.573,0.345,-0.228,1,0,2023-07-21 18:40:00,5,5.0,True,106.0
23,Reese Olson,R,DET,SDP,5.58,4.5,106.0,0.485,0.655,0.17,-134.0,0.573,0.345,-0.228,1,0,2023-07-21 18:40:00,5,5.0,True,106.0
26,Zach Eflin,R,TBR,BAL,5.5,4.5,-152.0,0.603,0.643,0.04,120.0,0.455,0.357,-0.098,1,0,2023-07-21 18:40:00,8,7.0,True,65.79
27,Zach Eflin,R,TBR,BAL,5.5,4.5,-152.0,0.603,0.643,0.04,120.0,0.455,0.357,-0.098,1,0,2023-07-21 18:40:00,8,7.0,True,65.79
28,Alec Marsh,R,KCR,NYY,7.54,4.5,-122.0,0.55,0.871,0.321,-106.0,0.515,0.129,-0.386,1,0,2023-07-21 19:05:00,3,5.1,False,-100.0
29,Alec Marsh,R,KCR,NYY,7.54,4.5,-122.0,0.55,0.871,0.321,-106.0,0.515,0.129,-0.386,1,0,2023-07-21 19:05:00,3,5.1,False,-100.0
36,Kutter Crawford,R,BOS,NYM,6.12,4.5,110.0,0.476,0.731,0.255,-140.0,0.583,0.269,-0.314,1,0,2023-07-21 19:10:00,2,4.0,False,-100.0
37,Kutter Crawford,R,BOS,NYM,6.12,4.5,110.0,0.476,0.731,0.255,-140.0,0.583,0.269,-0.314,1,0,2023-07-21 19:10:00,2,4.0,False,-100.0
40,Ben Lively,R,CIN,ARI,5.01,3.5,-140.0,0.583,0.736,0.153,110.0,0.476,0.264,-0.212,1,0,2023-07-21 19:10:00,6,4.2,True,71.43
41,Ben Lively,R,CIN,ARI,5.01,3.5,-140.0,0.583,0.736,0.153,110.0,0.476,0.264,-0.212,1,0,2023-07-21 19:10:00,6,4.2,True,71.43
42,Tony Gonsolin,R,LAD,TEX,4.55,3.5,-172.0,0.632,0.666,0.034,134.0,0.427,0.334,-0.093,1,0,2023-07-21 20:05:00,6,5.0,True,58.14
43,Tony Gonsolin,R,LAD,TEX,4.55,3.5,-172.0,0.632,0.666,0.034,134.0,0.427,0.334,-0.093,1,0,2023-07-21 20:05:00,6,5.0,True,58.14
3,Brady Singer,R,KCR,NYY,5.68,4.5,-128.0,0.561,0.67,0.109,100.0,0.5,0.33,-0.17,1,0,2023-07-22 13:05:00,9,6.0,True,78.12
5,Chase Anderson,R,COL,MIA,4.15,3.5,-112.0,0.528,0.596,0.068,-116.0,0.537,0.404,-0.133,1,0,2023-07-22 13:10:00,6,6.0,True,89.29
9,Dane Dunning,R,TEX,LAD,4.66,4.5,118.0,0.459,0.497,0.038,-150.0,0.6,0.503,-0.097,1,0,2023-07-22 16:05:00,1,3.0,False,-100.0
10,Max Scherzer,R,NYM,BOS,6.47,5.5,-152.0,0.603,0.626,0.023,120.0,0.455,0.374,-0.081,1,0,2023-07-22 19:10:00,7,6.0,True,65.79
12,Logan Gilbert,R,SEA,TOR,6.39,5.5,-122.0,0.55,0.614,0.064,-106.0,0.515,0.386,-0.129,1,0,2023-07-22 16:10:00,5,5.0,False,-100.0
15,Logan Webb,R,SFG,WAS,6.28,4.5,-120.0,0.545,0.75,0.205,-106.0,0.515,0.25,-0.265,1,0,2023-07-22 19:05:00,2,1.1,False,-100.0
17,Zack Wheeler,R,PHI,CLE,6.58,5.5,120.0,0.455,0.643,0.188,-152.0,0.603,0.357,-0.246,1,0,2023-07-22 19:10:00,8,7.0,True,120.0
21,Allan Winans,R,ATL,MIL,5.12,4.5,136.0,0.424,0.58,0.156,-174.0,0.635,0.42,-0.215,1,0,2023-07-22 19:15:00,5,4.1,True,136.0
24,Paul Blackburn,R,OAK,HOU,5.16,4.5,128.0,0.439,0.587,0.148,-164.0,0.621,0.413,-0.208,1,0,2023-07-22 21:07:00,5,5.1,True,128.0
5,Jordan Lyles,R,KCR,NYY,4.65,4.5,136.0,0.424,0.496,0.072,-174.0,0.635,0.504,-0.131,1,0,2023-07-23 13:35:00,3,5.0,False,-100.0
7,Aaron Nola,R,PHI,CLE,7.12,5.5,128.0,0.439,0.715,0.276,-164.0,0.621,0.285,-0.336,1,0,2023-07-23 13:40:00,7,7.0,True,128.0
8,Luke Weaver,R,CIN,ARI,6.19,3.5,-118.0,0.541,0.865,0.324,-108.0,0.519,0.135,-0.384,1,0,2023-07-23 13:40:00,1,4.0,False,-100.0
10,Taj Bradley,R,TBR,BAL,6.81,5.5,-148.0,0.597,0.675,0.078,116.0,0.463,0.325,-0.138,1,0,2023-07-23 13:40:00,6,5.0,True,67.57
12,Bailey Ober,R,MIN,CHW,6.23,5.5,-122.0,0.55,0.591,0.041,-106.0,0.515,0.409,-0.106,1,0,2023-07-23 14:10:00,6,6.0,True,81.97
18,Luis Medina,R,OAK,HOU,5.55,4.5,-116.0,0.537,0.651,0.114,-110.0,0.524,0.349,-0.175,1,0,2023-07-23 16:07:00,6,5.0,True,86.21
21,Bryan Woo,R,SEA,TOR,7.14,6.5,106.0,0.485,0.571,0.086,-134.0,0.573,0.429,-0.144,1,0,2023-07-23 16:10:00,7,6.0,True,106.0
22,Carlos Carrasco,R,NYM,BOS,4.37,3.5,-140.0,0.583,0.636,0.053,110.0,0.476,0.364,-0.112,1,0,2023-07-23 19:10:00,2,2.1,False,-100.0
0,Cristopher Sanchez,L,PHI,BAL,4.9,4.5,108.0,0.481,0.541,0.06,-138.0,0.58,0.459,-0.121,1,0,2023-07-24 18:40:00,8,7.0,True,108.0
3,Luis Castillo,R,SEA,MIN,7.64,6.5,-150.0,0.6,0.641,0.041,118.0,0.459,0.359,-0.1,1,0,2023-07-24 19:40:00,9,7.0,True,66.67
4,Kenta Maeda,R,MIN,SEA,7.21,5.5,-138.0,0.58,0.725,0.145,108.0,0.481,0.275,-0.206,1,0,2023-07-24 19:40:00,8,6.1,True,72.46
1,Austin Gomber,L,COL,WAS,5.12,3.5,-122.0,0.55,0.751,0.201,-106.0,0.515,0.249,-0.266,1,0,2023-07-25 19:05:00,4,6.0,True,81.97
5,Steven Matz,L,STL,ARI,6.09,4.5,-128.0,0.561,0.727,0.166,100.0,0.5,0.273,-0.227,1,0,2023-07-25 21:40:00,6,6.0,True,78.12
6,Julio Urias,L,LAD,TOR,5.36,4.5,-118.0,0.541,0.621,0.08,-108.0,0.519,0.379,-0.14,1,0,2023-07-25 22:10:00,5,6.0,True,84.75
4,Andrew Heaney,L,TEX,HOU,5.89,4.5,-160.0,0.615,0.7,0.085,126.0,0.442,0.3,-0.142,1,0,2023-07-26 20:10:00,3,5.0,False,-100.0
6,Peter Lambert,R,COL,WAS,5.28,3.5,138.0,0.42,0.772,0.352,-176.0,0.638,0.228,-0.41,1,0,2023-07-26 12:05:00,2,6.0,False,-100.0
10,Alec Marsh,R,KCR,CLE,6.43,4.5,130.0,0.435,0.768,0.333,-166.0,0.624,0.232,-0.392,1,0,2023-07-26 13:10:00,3,2.2,False,-100.0
13,Joe Ryan,R,MIN,SEA,7.53,6.5,-138.0,0.58,0.627,0.047,108.0,0.481,0.373,-0.108,1,0,2023-07-26 13:10:00,7,3.2,True,72.46
14,Ben Lively,R,CIN,MIL,5.08,4.5,-112.0,0.528,0.573,0.045,-112.0,0.528,0.427,-0.101,1,0,2023-07-26 14:10:00,3,6.2,False,-100.0
19,Johan Oviedo,R,PIT,SDP,5.68,4.5,104.0,0.49,0.67,0.18,-132.0,0.569,0.33,-0.239,1,0,2023-07-26 16:10:00,5,6.0,True,104.0
22,Spencer Strider,R,ATL,BOS,9.26,8.5,100.0,0.5,0.577,0.077,-128.0,0.561,0.422,-0.139,1,0,2023-07-26 19:10:00,10,6.1,True,100.0
24,Marcus Stroman,R,CHC,CHW,5.04,4.5,-120.0,0.545,0.567,0.022,-106.0,0.515,0.433,-0.082,1,0,2023-07-26 20:10:00,4,3.1,False,-100.0
0,Justin Steele,L,CHC,STL,5.71,5.5,110.0,0.476,0.507,0.031,-140.0,0.583,0.493,-0.09,1,0,2023-07-27 19:45:00,4,6.0,False,-100
7,Dylan Cease,R,CHW,CLE,7.13,5.5,-118.0,0.541,0.715,0.174,-108.0,0.519,0.285,-0.234,1,0,2023-07-27 20:10:00,5,5.2,False,-100
2,Shane McClanahan,L,TBR,HOU,6.65,5.5,-108.0,0.519,0.652,0.133,-118.0,0.541,0.348,-0.193,1,0,2023-07-28 20:10:00,6,5.0,True,92.59
5,Reese Olson,R,DET,MIA,5.56,4.5,-148.0,0.597,0.651,0.054,116.0,0.463,0.349,-0.114,1,0,2023-07-28 18:40:00,2,6.0,False,-100.0
7,Grayson Rodriguez,R,BAL,NYY,5.8,5.5,100.0,0.5,0.522,0.022,-128.0,0.561,0.478,-0.083,1,0,2023-07-28 19:05:00,4,6.1,False,-100.0
10,Lucas Giolito,R,LAA,TOR,6.34,5.5,-112.0,0.528,0.607,0.079,-112.0,0.528,0.393,-0.135,1,0,2023-07-28 19:07:00,5,5.1,False,-100.0
12,Touki Toussaint,R,CHW,CLE,4.74,3.5,100.0,0.5,0.697,0.197,-128.0,0.561,0.303,-0.258,1,0,2023-07-28 19:10:00,4,5.0,True,100.0
14,Adrian Houser,R,MIL,ATL,3.87,3.5,-108.0,0.519,0.541,0.022,-118.0,0.541,0.459,-0.082,1,0,2023-07-28 19:20:00,3,4.0,False,-100.0
15,Sonny Gray,R,MIN,KCR,6.26,4.5,-160.0,0.615,0.748,0.133,126.0,0.442,0.252,-0.19,1,0,2023-07-28 20:10:00,5,6.0,True,62.5
16,Brady Singer,R,KCR,MIN,5.79,4.5,-146.0,0.593,0.686,0.093,114.0,0.467,0.314,-0.153,1,0,2023-07-28 20:10:00,10,5.0,True,68.49
17,Cristian Javier,R,HOU,TBR,6.29,5.5,-136.0,0.576,0.6,0.024,106.0,0.485,0.4,-0.085,1,0,2023-07-28 20:10:00,9,6.0,True,73.53
18,Dane Dunning,R,TEX,SDP,4.5,3.5,-136.0,0.576,0.658,0.082,106.0,0.485,0.342,-0.143,1,0,2023-07-28 21:40:00,4,5.0,True,73.53
20,Logan Gilbert,R,SEA,ARI,6.43,5.5,118.0,0.459,0.62,0.161,-150.0,0.6,0.38,-0.22,1,0,2023-07-28 21:40:00,5,6.1,False,-100.0
22,Kutter Crawford,R,BOS,SFG,5.93,5.5,114.0,0.467,0.543,0.076,-144.0,0.59,0.457,-0.133,1,0,2023-07-28 22:15:00,7,5.2,True,114.0
23,Logan Webb,R,SFG,BOS,6.2,5.5,-118.0,0.541,0.585,0.044,-108.0,0.519,0.415,-0.104,1,0,2023-07-28 22:15:00,4,7.1,False,-100.0
0,Reid Detmers,L,LAA,TOR,5.85,5.5,-102.0,0.505,0.529,0.024,-126.0,0.558,0.471,-0.087,1,0,2023-07-29 15:07:00,5,4.2,False,-100.0
3,Martin Perez,L,TEX,SDP,4.25,3.5,-106.0,0.515,0.614,0.099,-122.0,0.55,0.386,-0.164,1,0,2023-07-29 20:40:00,1,5.2,False,-100.0
8,Carlos Carrasco,R,NYM,WAS,4.36,3.5,-156.0,0.609,0.633,0.024,122.0,0.45,0.367,-0.083,1,0,2023-07-29 19:10:00,2,2.1,False,-100.0
9,Bailey Ober,R,MIN,KCR,6.33,5.5,120.0,0.455,0.606,0.151,-152.0,0.603,0.394,-0.209,1,0,2023-07-29 19:10:00,5,4.0,False,-100.0
11,Clarke Schmidt,R,NYY,BAL,4.77,4.5,120.0,0.455,0.519,0.064,-154.0,0.606,0.481,-0.125,1,0,2023-07-29 19:15:00,2,5.0,False,-100.0
15,Taj Bradley,R,TBR,HOU,6.78,4.5,-132.0,0.569,0.806,0.237,104.0,0.49,0.194,-0.296,1,0,2023-07-29 19:15:00,4,3.1,False,-100.0
19,Bryan Woo,R,SEA,ARI,7.14,5.5,120.0,0.455,0.716,0.261,-154.0,0.606,0.284,-0.322,1,0,2023-07-29 20:10:00,0,5.0,False,-100.0
21,Paul Blackburn,R,OAK,COL,5.19,3.5,-166.0,0.624,0.761,0.137,130.0,0.435,0.239,-0.196,1,0,2023-07-29 20:10:00,7,6.0,True,60.24
24,Luke Weaver,R,CIN,LAD,5.95,3.5,-122.0,0.55,0.844,0.294,-104.0,0.51,0.156,-0.354,1,0,2023-07-29 21:10:00,2,6.0,False,-100.0
0,Tyler Anderson,L,LAA,TOR,4.97,3.5,-164.0,0.621,0.73,0.109,128.0,0.439,0.27,-0.169,1,0,2023-07-30 12:05:00,2,6.1,False,-100.0
1,Cristopher Sanchez,L,PHI,PIT,5.07,4.5,126.0,0.442,0.571,0.129,-160.0,0.615,0.429,-0.186,1,0,2023-07-30 13:35:00,3,5.0,False,-100.0
6,Steven Matz,L,STL,CHC,6.05,5.5,110.0,0.476,0.563,0.087,-140.0,0.583,0.437,-0.146,1,0,2023-07-30 14:15:00,2,6.0,False,-100.0
10,Colin Rea,R,MIL,ATL,4.33,3.5,-128.0,0.561,0.628,0.067,102.0,0.495,0.372,-0.123,1,0,2023-07-30 13:35:00,8,5.0,True,78.12
12,Trevor Williams,R,WAS,NYM,4.44,3.5,104.0,0.49,0.647,0.157,-132.0,0.569,0.353,-0.216,1,0,2023-07-30 13:40:00,2,4.0,False,-100.0
17,Kenta Maeda,R,MIN,KCR,7.37,5.5,106.0,0.485,0.744,0.259,-136.0,0.576,0.256,-0.32,1,0,2023-07-30 14:10:00,7,5.0,True,106.0
18,Kyle Hendricks,R,CHC,STL,4.11,3.5,-120.0,0.545,0.587,0.042,-106.0,0.515,0.413,-0.102,1,0,2023-07-30 14:15:00,2,7.0,False,-100.0
19,Luis Medina,R,OAK,COL,5.66,4.5,-122.0,0.55,0.667,0.117,-106.0,0.515,0.333,-0.182,1,0,2023-07-30 15:10:00,6,5.1,True,81.97
22,Luis Castillo,R,SEA,ARI,7.73,5.5,-150.0,0.6,0.783,0.183,118.0,0.459,0.217,-0.242,1,0,2023-07-30 16:10:00,7,6.0,True,66.67
1,Austin Gomber,L,COL,SDP,5.13,3.5,108.0,0.481,0.753,0.272,-136.0,0.576,0.247,-0.329,1,0,2023-07-31 20:40:00,5,6.0,True,108.0
2,Taijuan Walker,R,PHI,MIA,4.74,4.5,118.0,0.459,0.513,0.054,-150.0,0.6,0.487,-0.113,1,0,2023-07-31 18:40:00,4,6.2,False,-100.0
4,Corbin Burnes,R,MIL,WAS,7.23,5.5,-152.0,0.603,0.728,0.125,120.0,0.455,0.272,-0.183,1,0,2023-07-31 19:05:00,5,6.0,False,-100.0
0,Ranger Suarez,L,PHI,MIA,5.33,4.5,-102.0,0.505,0.616,0.111,-126.0,0.558,0.384,-0.174,1,0,2023-08-01 18:40:00,3,6.1,False,-100.0
1,Carlos Rodon,L,NYY,TBR,7.07,5.5,-138.0,0.58,0.708,0.128,108.0,0.481,0.292,-0.189,1,0,2023-08-01 19:05:00,5,4.0,False,-100.0
2,Patrick Sandoval,L,LAA,ATL,5.3,4.5,-122.0,0.55,0.61,0.06,-106.0,0.515,0.39,-0.125,1,0,2023-08-01 19:20:00,3,5.0,False,-100.0
8,Zach Eflin,R,TBR,NYY,5.51,5.5,122.0,0.45,0.473,0.023,-156.0,0.609,0.527,-0.082,1,0,2023-08-01 19:05:00,5,6.0,False,-100.0
11,Freddy Peralta,R,MIL,WAS,6.08,5.5,108.0,0.481,0.567,0.086,-136.0,0.576,0.433,-0.143,1,0,2023-08-01 19:05:00,7,6.0,True,108.0
15,Ben Lively,R,CIN,CHC,4.86,4.5,128.0,0.439,0.535,0.096,-164.0,0.621,0.465,-0.156,1,0,2023-08-01 20:05:00,2,4.0,False,-100.0
18,Bryce Miller,R,SEA,BOS,5.5,5.5,124.0,0.446,0.471,0.025,-158.0,0.612,0.529,-0.083,1,0,2023-08-01 21:40:00,4,5.2,False,-100.0
20,Alex Cobb,R,SFG,ARI,5.84,4.5,-126.0,0.558,0.693,0.135,-102.0,0.505,0.307,-0.198,1,0,2023-08-01 21:45:00,4,6.0,False,-100.0
3,Kyle Freeland,L,COL,SDP,4.53,3.5,122.0,0.45,0.663,0.213,-154.0,0.606,0.337,-0.269,1,0,2023-08-02 15:10:00,6,6.0,True,122.0
5,Shane McClanahan,L,TBR,NYY,6.58,6.5,124.0,0.446,0.487,0.041,-158.0,0.612,0.513,-0.099,1,0,2023-08-02 19:05:00,3,4.0,False,-100.0
9,Hogan Harris,L,OAK,LAD,4.54,3.5,-164.0,0.621,0.664,0.043,128.0,0.439,0.336,-0.103,1,0,2023-08-02 22:10:00,2,3.0,False,-100.0
10,Lucas Giolito,R,LAA,ATL,6.44,5.5,108.0,0.481,0.622,0.141,-138.0,0.58,0.378,-0.202,1,0,2023-08-02 12:20:00,2,3.2,False,-100.0
13,Kutter Crawford,R,BOS,SEA,5.99,5.5,120.0,0.455,0.553,0.098,-152.0,0.603,0.447,-0.156,1,0,2023-08-02 16:10:00,5,5.0,False,-100.0
14,Logan Gilbert,R,SEA,BOS,6.41,5.5,-138.0,0.58,0.618,0.038,108.0,0.481,0.382,-0.099,1,0,2023-08-02 16:10:00,5,6.0,False,-100.0
17,Grayson Rodriguez,R,BAL,TOR,5.6,4.5,-146.0,0.593,0.658,0.065,114.0,0.467,0.342,-0.125,1,0,2023-08-02 19:07:00,6,5.2,True,68.49
18,Joe Ryan,R,MIN,STL,7.57,5.5,-152.0,0.603,0.766,0.163,120.0,0.455,0.234,-0.221,1,0,2023-08-02 19:45:00,4,4.0,False,-100.0
22,Logan Webb,R,SFG,ARI,6.13,5.5,116.0,0.463,0.575,0.112,-148.0,0.597,0.425,-0.172,1,0,2023-08-02 21:45:00,5,7.0,False,-100.0
2,David Peterson,L,NYM,BAL,6.21,4.5,-106.0,0.515,0.742,0.227,-122.0,0.55,0.258,-0.292,1,0,2023-08-04 19:05:00,1,3.0,False,-100.0
9,Reese Olson,R,DET,TBR,5.07,4.5,110.0,0.476,0.572,0.096,-140.0,0.583,0.428,-0.155,1,0,2023-08-04 18:40:00,3,5.0,False,-100.0
11,Hunter Brown,R,HOU,NYY,6.41,5.5,-140.0,0.583,0.618,0.035,110.0,0.476,0.382,-0.094,1,0,2023-08-04 19:05:00,4,6.0,False,-100.0
14,Jordan Lyles,R,KCR,PHI,4.51,3.5,-154.0,0.606,0.659,0.053,122.0,0.45,0.341,-0.109,1,0,2023-08-04 19:05:00,2,5.2,False,-100.0
16,Mike Clevinger,R,CHW,CLE,4.36,3.5,-118.0,0.541,0.633,0.092,-108.0,0.519,0.367,-0.152,1,0,2023-08-04 19:10:00,2,5.0,False,-100.0
17,Alek Manoah,R,TOR,BOS,4.93,4.5,102.0,0.495,0.548,0.053,-130.0,0.565,0.452,-0.113,1,0,2023-08-04 19:10:00,5,6.2,True,102.0
18,Quinn Priester,R,PIT,MIL,4.51,3.5,-154.0,0.606,0.659,0.053,120.0,0.455,0.341,-0.114,1,0,2023-08-04 20:10:00,3,4.0,False,-100.0
21,Bailey Ober,R,MIN,ARI,6.32,5.5,118.0,0.459,0.605,0.146,-150.0,0.6,0.395,-0.205,1,0,2023-08-04 20:10:00,3,5.0,False,-100.0
22,Chris Flexen,R,COL,STL,3.71,3.5,128.0,0.439,0.508,0.069,-164.0,0.621,0.492,-0.129,1,0,2023-08-04 20:15:00,2,5.0,False,-100.0
24,Luis Castillo,R,SEA,LAA,7.78,7.5,106.0,0.485,0.516,0.031,-136.0,0.576,0.484,-0.092,1,0,2023-08-04 21:38:00,6,6.0,False,-100.0
0,Nestor Cortes,L,NYY,HOU,5.57,3.5,-124.0,0.554,0.806,0.252,-102.0,0.505,0.194,-0.311,1,0,2023-08-05 13:05:00,8,4.0,True,80.65
9,Javier Assad,R,CHC,ATL,4.15,3.5,120.0,0.455,0.595,0.14,-152.0,0.603,0.405,-0.198,1,0,2023-08-05 14:20:00,3,3.2,False,-100.0
14,Ross Stripling,R,SFG,OAK,5.11,4.5,-118.0,0.541,0.579,0.038,-108.0,0.519,0.421,-0.098,1,0,2023-08-05 19:07:00,7,5.1,True,84.75
18,Kenta Maeda,R,MIN,ARI,7.52,5.5,120.0,0.455,0.761,0.306,-152.0,0.603,0.239,-0.364,1,0,2023-08-05 19:10:00,7,6.0,True,120.0
1,Carlos Rodon,L,NYY,HOU,6.98,6.5,116.0,0.463,0.548,0.085,-148.0,0.597,0.452,-0.145,1,0,2023-08-06 13:35:00,5,2.2,False,-100.0
2,Austin Gomber,L,COL,STL,5.17,4.5,102.0,0.495,0.589,0.094,-130.0,0.565,0.411,-0.154,1,0,2023-08-06 14:15:00,2,6.0,False,-100.0
3,Justin Steele,L,CHC,ATL,5.71,4.5,-120.0,0.545,0.674,0.129,-106.0,0.515,0.326,-0.189,1,0,2023-08-06 14:20:00,7,5.1,True,83.33
4,Andrew Heaney,L,TEX,MIA,6.09,5.5,-110.0,0.524,0.569,0.045,-116.0,0.537,0.431,-0.106,1,0,2023-08-06 14:35:00,4,5.2,False,-100.0
7,Chris Bassitt,R,TOR,BOS,5.22,4.5,-128.0,0.561,0.597,0.036,100.0,0.5,0.403,-0.097,1,0,2023-08-06 13:35:00,6,7.0,True,78.12
12,Johan Oviedo,R,PIT,MIL,5.7,5.5,120.0,0.455,0.506,0.051,-152.0,0.603,0.494,-0.109,1,0,2023-08-06 14:10:00,6,7.0,True,120.0
19,Luis Medina,R,OAK,SFG,5.74,4.5,-146.0,0.593,0.678,0.085,114.0,0.467,0.322,-0.145,1,0,2023-08-06 16:07:00,3,3.1,False,-100.0
2,Drew Smyly,L,CHC,NYM,5.02,4.5,-112.0,0.528,0.563,0.035,-112.0,0.528,0.437,-0.091,1,0,2023-08-07 19:10:00,5,5.0,True,89.29
5,Ken Waldichuk,L,OAK,TEX,5.97,5.5,114.0,0.467,0.55,0.083,-146.0,0.593,0.45,-0.143,1,0,2023-08-07 21:40:00,7,6.0,True,114.0
6,Tony Gonsolin,R,LAD,SDP,4.48,3.5,-138.0,0.58,0.655,0.075,108.0,0.481,0.345,-0.136,1,0,2023-08-07 16:10:00,3,6.0,False,-100.0
11,Osvaldo Bido,R,PIT,ATL,4.97,3.5,-110.0,0.524,0.731,0.207,-116.0,0.537,0.269,-0.268,1,0,2023-08-07 19:05:00,3,4.0,False,-100.0
17,Peter Lambert,R,COL,MIL,4.64,2.5,-180.0,0.643,0.842,0.199,140.0,0.417,0.158,-0.259,1,0,2023-08-07 20:10:00,4,3.2,True,55.56
4,Julio Urias,L,LAD,ARI,5.31,4.5,-110.0,0.524,0.612,0.088,-116.0,0.537,0.388,-0.149,1,0,2023-08-08 21:40:00,5,6.0,True,90.91
6,Trevor Williams,R,WAS,PHI,4.39,3.5,-140.0,0.583,0.639,0.056,110.0,0.476,0.361,-0.115,1,0,2023-08-08 16:05:00,7,4.2,True,71.43
7,Zack Wheeler,R,PHI,WAS,6.57,5.5,-156.0,0.609,0.641,0.032,124.0,0.446,0.359,-0.087,1,0,2023-08-08 16:05:00,6,6.0,True,64.1
10,Luke Weaver,R,CIN,MIA,5.89,4.5,112.0,0.472,0.699,0.227,-144.0,0.59,0.301,-0.289,1,0,2023-08-08 18:40:00,6,4.1,True,112.0
13,Mitch Keller,R,PIT,ATL,5.78,5.5,122.0,0.45,0.519,0.069,-156.0,0.609,0.481,-0.128,1,0,2023-08-08 19:05:00,4,5.0,False,-100.0
14,Brady Singer,R,KCR,BOS,5.72,4.5,126.0,0.442,0.676,0.234,-160.0,0.615,0.324,-0.291,1,0,2023-08-08 19:10:00,4,6.2,False,-100.0
15,Kutter Crawford,R,BOS,KCR,5.94,4.5,-128.0,0.561,0.706,0.145,100.0,0.5,0.294,-0.206,1,0,2023-08-08 19:10:00,6,3.1,True,78.12
24,Logan Gilbert,R,SEA,SDP,6.45,5.5,-108.0,0.519,0.623,0.104,-118.0,0.541,0.377,-0.164,1,0,2023-08-08 21:40:00,12,7.0,True,92.59
4,David Peterson,L,NYM,CHC,6.01,3.5,-156.0,0.609,0.85,0.241,122.0,0.45,0.15,-0.3,1,0,2023-08-09 19:10:00,5,3.2,True,64.1
7,Chris Flexen,R,COL,MIL,3.71,3.5,120.0,0.455,0.508,0.053,-152.0,0.603,0.492,-0.111,1,0,2023-08-09 14:10:00,4,5.0,True,120.0
10,Michael Lorenzen,R,PHI,WAS,4.74,4.5,128.0,0.439,0.513,0.074,-164.0,0.621,0.487,-0.134,1,0,2023-08-09 18:40:00,5,9.0,True,128.0
11,Cristian Javier,R,HOU,BAL,6.27,4.5,-142.0,0.587,0.749,0.162,112.0,0.472,0.251,-0.221,1,0,2023-08-09 19:05:00,3,5.0,False,-100.0
13,Quinn Priester,R,PIT,ATL,4.39,3.5,-134.0,0.573,0.64,0.067,106.0,0.485,0.36,-0.125,1,0,2023-08-09 19:05:00,4,4.0,True,74.63
14,Jordan Lyles,R,KCR,BOS,4.41,3.5,-148.0,0.597,0.642,0.045,116.0,0.463,0.358,-0.105,1,0,2023-08-09 19:10:00,6,8.0,True,67.57
15,Kevin Gausman,R,TOR,CLE,6.85,6.5,120.0,0.455,0.528,0.073,-154.0,0.606,0.472,-0.134,1,0,2023-08-09 19:10:00,6,7.0,False,-100.0
17,Shohei Ohtani,R,LAA,SFG,8.31,7.5,-102.0,0.505,0.589,0.084,-126.0,0.558,0.411,-0.147,1,0,2023-08-09 21:38:00,5,6.0,False,-100.0
1,Matthew Liberatore,L,STL,TBR,3.6,3.5,126.0,0.442,0.484,0.042,-160.0,0.615,0.516,-0.099,1,0,2023-08-10 18:40:00,7,8.0,True,126.0
4,Hunter Brown,R,HOU,BAL,6.36,5.5,120.0,0.455,0.611,0.156,-152.0,0.603,0.389,-0.214,1,0,2023-08-10 12:35:00,7,6.0,True,120.0
7,Alek Manoah,R,TOR,CLE,4.92,4.5,120.0,0.455,0.546,0.091,-152.0,0.603,0.454,-0.149,1,0,2023-08-10 13:10:00,6,4.0,True,120.0
8,Kenta Maeda,R,MIN,DET,7.47,6.5,122.0,0.45,0.617,0.167,-154.0,0.606,0.382,-0.224,1,0,2023-08-10 13:10:00,4,6.0,False,-100.0
10,Aaron Nola,R,PHI,WAS,7.07,6.5,112.0,0.472,0.56,0.088,-142.0,0.587,0.44,-0.147,1,0,2023-08-10 18:40:00,6,5.0,False,-100.0
11,Zack Littell,R,TBR,STL,4.43,3.5,-126.0,0.558,0.646,0.088,-102.0,0.505,0.354,-0.151,1,0,2023-08-10 18:40:00,5,6.0,True,79.37
1,Ken Waldichuk,L,OAK,WAS,6.01,5.5,106.0,0.485,0.556,0.071,-134.0,0.573,0.444,-0.129,1,0,2023-08-13 13:35:00,4,5.0,False,-100.0
3,Kyle Freeland,L,COL,LAD,4.62,3.5,-156.0,0.609,0.678,0.069,122.0,0.45,0.322,-0.128,1,0,2023-08-13 16:10:00,1,5.0,False,-100.0
