,Name,Handedness,Team,Opponent,xK,prop_k,over,over_odds,x_over,over_diff,under,under_odds,x_under,under_diff,bet_over,bet_under,commence_time,SO,IP,win,wager_return
15,Julio Teheran,R,MIL,TOR,5.22,3.5,-122.0,0.55,0.765,0.215,-104.0,0.51,0.235,-0.275,1,0,2023-05-31 19:07:00,0,6.0,False,-100.0
17,Luke Weaver,R,CIN,BOS,5.21,3.5,-126.0,0.558,0.764,0.206,-102.0,0.505,0.236,-0.269,1,0,2023-05-31 19:10:00,5,5.2,True,79.37
18,Aaron Nola,R,PHI,NYM,7.08,5.5,-104.0,0.51,0.709,0.199,-122.0,0.55,0.291,-0.259,1,0,2023-05-31 19:10:00,5,6.0,False,-100.0
20,Louie Varland,R,MIN,HOU,5.77,4.5,100.0,0.5,0.683,0.183,-128.0,0.561,0.317,-0.244,1,0,2023-05-31 20:10:00,5,7.0,True,100.0
23,George Kirby,R,SEA,NYY,5.82,5.5,102.0,0.495,0.524,0.029,-130.0,0.565,0.476,-0.089,1,0,2023-05-31 21:40:00,7,8.0,True,102.0
2,James Paxton,L,BOS,CLE,6.48,5.5,-108.0,0.519,0.628,0.109,-118.0,0.541,0.372,-0.169,1,0,2023-06-06 19:10:00,9,7.0,True,92.59
6,Louie Varland,R,MIN,TBR,5.84,4.5,-122.0,0.55,0.693,0.143,-104.0,0.51,0.307,-0.203,1,0,2023-06-06 18:40:00,5,6.0,True,81.97
9,Jake Irvin,R,WAS,ARI,4.95,3.5,102.0,0.495,0.727,0.232,-130.0,0.565,0.273,-0.292,1,0,2023-06-06 19:05:00,1,4.0,False,-100.0
12,Hunter Brown,R,HOU,TOR,7.33,5.5,-104.0,0.51,0.74,0.23,-122.0,0.55,0.26,-0.29,1,0,2023-06-06 19:07:00,5,6.0,False,-100.0
15,Tony Gonsolin,R,LAD,CIN,4.61,4.5,116.0,0.463,0.489,0.026,-148.0,0.597,0.511,-0.086,1,0,2023-06-06 19:10:00,5,5.0,True,116.0
16,Luke Weaver,R,CIN,LAD,5.09,4.5,100.0,0.5,0.575,0.075,-128.0,0.561,0.425,-0.136,1,0,2023-06-06 19:10:00,4,3.2,False,-100.0
18,Bryce Elder,R,ATL,NYM,5.14,4.5,108.0,0.481,0.584,0.103,-138.0,0.58,0.416,-0.164,1,0,2023-06-06 19:20:00,8,6.0,True,108.0
21,Dane Dunning,R,TEX,STL,5.01,4.5,120.0,0.455,0.562,0.107,-152.0,0.603,0.438,-0.165,1,0,2023-06-06 20:05:00,1,5.2,False,-100.0
22,Hayden Wesneski,R,CHC,LAA,5.71,4.5,120.0,0.455,0.675,0.22,-152.0,0.603,0.325,-0.278,1,0,2023-06-06 21:38:00,4,4.2,False,-100.0
23,Logan Gilbert,R,SEA,SDP,6.47,5.5,-116.0,0.537,0.627,0.09,-110.0,0.524,0.373,-0.151,1,0,2023-06-06 21:40:00,6,7.0,True,86.21
6,Alex Cobb,R,SFG,COL,6.04,4.5,-112.0,0.528,0.72,0.192,-112.0,0.528,0.28,-0.248,1,0,2023-06-08 15:10:00,7,5.0,True,89.29
12,Spencer Strider,R,ATL,NYM,9.86,8.5,110.0,0.476,0.649,0.173,-140.0,0.583,0.349,-0.234,1,0,2023-06-08 19:20:00,8,4.0,False,-100.0
0,Andrew Heaney,L,TEX,TBR,6.15,4.5,-154.0,0.606,0.735,0.129,122.0,0.45,0.265,-0.185,1,0,2023-06-09 18:40:00,5,5.0,True,64.94
3,Ranger Suarez,L,PHI,LAD,4.93,4.5,112.0,0.472,0.547,0.075,-142.0,0.587,0.453,-0.134,1,0,2023-06-09 19:05:00,8,6.0,True,112.0
7,Austin Gomber,L,COL,SDP,5.27,3.5,106.0,0.485,0.771,0.286,-134.0,0.573,0.229,-0.344,1,0,2023-06-09 20:40:00,1,4.0,False,-100.0
9,Michael Lorenzen,R,DET,ARI,4.97,4.5,116.0,0.463,0.554,0.091,-148.0,0.597,0.446,-0.151,1,0,2023-06-09 18:40:00,3,6.2,False,-100.0
15,Sonny Gray,R,MIN,TOR,6.1,4.5,-160.0,0.615,0.728,0.113,126.0,0.442,0.272,-0.17,1,0,2023-06-09 19:07:00,5,5.0,True,62.5
16,Cristian Javier,R,HOU,CLE,7.22,4.5,-120.0,0.545,0.846,0.301,-106.0,0.515,0.154,-0.361,1,0,2023-06-09 19:10:00,2,5.0,False,-100.0
18,Dylan Cease,R,CHW,MIA,6.63,5.5,-138.0,0.58,0.649,0.069,108.0,0.481,0.351,-0.13,1,0,2023-06-09 20:10:00,7,6.0,True,72.46
19,Ben Lively,R,CIN,STL,4.95,4.5,106.0,0.485,0.551,0.066,-134.0,0.573,0.449,-0.124,1,0,2023-06-09 20:15:00,8,6.2,True,106.0
20,Yu Darvish,R,SDP,COL,6.79,5.5,-130.0,0.565,0.672,0.107,102.0,0.495,0.328,-0.167,1,0,2023-06-09 20:40:00,6,5.1,True,76.92
21,Luis Castillo,R,SEA,LAA,7.61,6.5,-144.0,0.59,0.637,0.047,112.0,0.472,0.363,-0.109,1,0,2023-06-09 21:38:00,10,6.0,True,69.44
3,Jared Shuster,L,ATL,WAS,4.68,3.5,-160.0,0.615,0.686,0.071,126.0,0.442,0.314,-0.128,1,0,2023-06-10 16:10:00,0,5.0,False,-100.0
9,Brady Singer,R,KCR,BAL,6.21,3.5,-168.0,0.627,0.867,0.24,132.0,0.431,0.133,-0.298,1,0,2023-06-10 16:05:00,4,4.1,True,59.52
11,Aaron Nola,R,PHI,LAD,7.05,6.5,100.0,0.5,0.557,0.057,-128.0,0.561,0.443,-0.118,1,0,2023-06-10 16:05:00,7,6.1,True,100.0
13,Johan Oviedo,R,PIT,NYM,5.59,4.5,-136.0,0.576,0.657,0.081,108.0,0.481,0.343,-0.138,1,0,2023-06-10 16:05:00,5,6.1,True,73.53
14,Paul Blackburn,R,OAK,MIL,4.78,4.5,122.0,0.45,0.52,0.07,-154.0,0.606,0.48,-0.126,1,0,2023-06-10 16:10:00,5,6.0,True,122.0
18,J.P. France,R,HOU,CLE,4.68,3.5,-138.0,0.58,0.686,0.106,108.0,0.481,0.314,-0.167,1,0,2023-06-10 18:10:00,6,6.2,True,72.46
0,Martin Perez,L,TEX,TBR,4.5,3.5,-122.0,0.55,0.657,0.107,-104.0,0.51,0.343,-0.167,1,0,2023-06-11 13:40:00,2,3.1,False,-100.0
2,Braxton Garrett,L,MIA,CHW,5.02,4.5,-110.0,0.524,0.563,0.039,-116.0,0.537,0.437,-0.1,1,0,2023-06-11 14:10:00,9,5.1,True,90.91
4,Blake Snell,L,SDP,COL,6.7,5.5,-124.0,0.554,0.66,0.106,-102.0,0.505,0.34,-0.165,1,0,2023-06-11 15:10:00,12,7.0,True,80.65
6,Brandon Bielak,R,HOU,CLE,4.02,3.5,136.0,0.424,0.57,0.146,-174.0,0.635,0.43,-0.205,1,0,2023-06-11 12:40:00,4,5.0,True,136.0
11,Bryce Elder,R,ATL,WAS,5.26,4.5,-106.0,0.515,0.605,0.09,-122.0,0.55,0.395,-0.155,1,0,2023-06-11 13:35:00,1,5.1,False,-100.0
12,Louie Varland,R,MIN,TOR,5.91,4.5,120.0,0.455,0.702,0.247,-154.0,0.606,0.298,-0.308,1,0,2023-06-11 13:37:00,6,4.2,True,120.0
14,Lucas Giolito,R,CHW,MIA,5.83,5.5,112.0,0.472,0.527,0.055,-144.0,0.59,0.473,-0.117,1,0,2023-06-11 14:10:00,8,7.0,True,112.0
16,Hunter Greene,R,CIN,STL,7.23,6.5,-116.0,0.537,0.583,0.046,-110.0,0.524,0.417,-0.107,1,0,2023-06-11 14:15:00,9,5.1,True,86.21
18,Dinelson Lamet,R,COL,SDP,6.24,4.5,104.0,0.49,0.745,0.255,-132.0,0.569,0.255,-0.314,1,0,2023-06-11 15:10:00,5,5.0,True,104.0
19,Hayden Wesneski,R,CHC,SFG,5.59,4.5,126.0,0.442,0.656,0.214,-160.0,0.615,0.344,-0.271,1,0,2023-06-11 16:05:00,4,3.0,False,-100.0
20,Logan Gilbert,R,SEA,LAA,6.44,5.5,-126.0,0.558,0.623,0.065,-102.0,0.505,0.377,-0.128,1,0,2023-06-11 16:07:00,2,3.0,False,-100.0
5,Connor Seabold,R,COL,BOS,4.45,3.5,108.0,0.481,0.65,0.169,-136.0,0.576,0.35,-0.226,1,0,2023-06-12 19:10:00,6,6.0,True,108.0
6,Logan Webb,R,SFG,STL,6.11,5.5,-122.0,0.55,0.572,0.022,-104.0,0.51,0.428,-0.082,1,0,2023-06-12 19:45:00,6,7.0,True,81.97
7,Dane Dunning,R,TEX,LAA,4.95,4.5,116.0,0.463,0.551,0.088,-148.0,0.597,0.449,-0.148,1,0,2023-06-12 20:05:00,3,5.0,False,-100.0
8,Luke Weaver,R,CIN,KCR,4.93,4.5,-108.0,0.519,0.548,0.029,-118.0,0.541,0.452,-0.089,1,0,2023-06-12 20:10:00,3,4.2,False,-100.0
12,Bryce Miller,R,SEA,MIA,4.86,4.5,-104.0,0.51,0.534,0.024,-122.0,0.55,0.466,-0.084,1,0,2023-06-12 21:40:00,6,6.0,True,96.15
1,Brandon Williamson,L,CIN,KCR,5.1,4.5,-102.0,0.505,0.577,0.072,-124.0,0.554,0.423,-0.131,1,0,2023-06-13 20:10:00,1,5.0,False,-100.0
6,Luis Severino,R,NYY,NYM,5.54,5.5,126.0,0.442,0.478,0.036,-160.0,0.615,0.522,-0.093,1,0,2023-06-13 19:10:00,4,4.2,False,-100.0
10,Alex Cobb,R,SFG,STL,6.0,5.5,120.0,0.455,0.555,0.1,-154.0,0.606,0.445,-0.161,1,0,2023-06-13 19:45:00,5,4.0,False,-100.0
12,Hunter Brown,R,HOU,WAS,7.38,5.5,-126.0,0.558,0.745,0.187,-102.0,0.505,0.255,-0.25,1,0,2023-06-13 20:10:00,4,7.0,False,-100.0
15,George Kirby,R,SEA,MIA,5.87,5.5,120.0,0.455,0.534,0.079,-152.0,0.603,0.466,-0.137,1,0,2023-06-13 21:40:00,10,6.0,True,120.0
16,Zack Wheeler,R,PHI,ARI,6.53,6.5,122.0,0.45,0.478,0.028,-154.0,0.606,0.522,-0.084,1,0,2023-06-13 21:40:00,7,6.0,True,122.0
19,Joe Musgrove,R,SDP,CLE,6.27,5.5,110.0,0.476,0.596,0.12,-140.0,0.583,0.404,-0.179,1,0,2023-06-13 21:40:00,5,6.0,False,-100.0
20,Lance Lynn,R,CHW,LAD,6.0,5.5,112.0,0.472,0.554,0.082,-142.0,0.587,0.446,-0.141,1,0,2023-06-13 22:10:00,6,5.0,True,112.0
1,Austin Gomber,L,COL,BOS,5.26,3.5,112.0,0.472,0.77,0.298,-142.0,0.587,0.23,-0.357,1,0,2023-06-14 19:10:00,5,6.0,True,112.0
6,Ranger Suarez,L,PHI,ARI,5.02,3.5,-156.0,0.609,0.738,0.129,122.0,0.45,0.262,-0.188,1,0,2023-06-14 21:40:00,7,7.0,True,64.1
8,Spencer Strider,R,ATL,DET,9.67,8.5,-150.0,0.6,0.628,0.028,118.0,0.459,0.371,-0.088,1,0,2023-06-14 13:10:00,6,5.0,False,-100.0
9,Colin Rea,R,MIL,MIN,5.14,4.5,-106.0,0.515,0.584,0.069,-118.0,0.541,0.416,-0.125,1,0,2023-06-14 13:10:00,4,5.0,False,-100.0
15,Gerrit Cole,R,NYY,NYM,7.26,6.5,-110.0,0.524,0.588,0.064,-116.0,0.537,0.412,-0.125,1,0,2023-06-14 19:10:00,8,6.0,True,90.91
17,Josiah Gray,R,WAS,HOU,4.44,3.5,-168.0,0.627,0.648,0.021,132.0,0.431,0.352,-0.079,1,0,2023-06-14 20:10:00,5,7.0,True,59.52
20,Luis Castillo,R,SEA,MIA,7.6,6.5,-146.0,0.593,0.635,0.042,114.0,0.467,0.365,-0.102,1,0,2023-06-14 21:40:00,6,5.2,False,-100.0
23,Michael Wacha,R,SDP,CLE,5.03,4.5,110.0,0.476,0.564,0.088,-140.0,0.583,0.436,-0.147,1,0,2023-06-14 21:40:00,5,6.2,True,110.0
25,Luis Medina,R,OAK,TBR,5.12,4.5,-104.0,0.51,0.58,0.07,-122.0,0.55,0.42,-0.13,1,0,2023-06-14 21:40:00,5,4.2,True,96.15
1,Kyle Freeland,L,COL,ATL,4.73,3.5,-110.0,0.524,0.695,0.171,-116.0,0.537,0.305,-0.232,1,0,2023-06-15 19:20:00,1,4.1,False,-100.0
3,Logan Allen,L,CLE,SDP,5.05,4.5,106.0,0.485,0.569,0.084,-134.0,0.573,0.431,-0.142,1,0,2023-06-15 20:40:00,2,3.0,False,-100.0
6,Paul Blackburn,R,OAK,TBR,4.81,3.5,-168.0,0.627,0.708,0.081,130.0,0.435,0.292,-0.143,1,0,2023-06-15 15:37:00,9,5.2,True,59.52
7,Aaron Nola,R,PHI,ARI,7.04,5.5,-158.0,0.612,0.705,0.093,124.0,0.446,0.295,-0.151,1,0,2023-06-15 15:40:00,9,6.2,True,63.29
10,AJ Smith-Shawver,R,ATL,COL,5.05,4.5,-116.0,0.537,0.569,0.032,-110.0,0.524,0.431,-0.093,1,0,2023-06-15 19:20:00,6,5.2,True,86.21
11,Shohei Ohtani,R,LAA,TEX,8.03,7.5,108.0,0.481,0.551,0.07,-136.0,0.576,0.449,-0.127,1,0,2023-06-15 20:05:00,3,6.0,False,-100.0
13,Cristian Javier,R,HOU,WAS,7.19,5.5,108.0,0.481,0.723,0.242,-136.0,0.576,0.277,-0.299,1,0,2023-06-15 20:10:00,2,6.0,False,-100.0
14,Dylan Cease,R,CHW,LAD,6.69,5.5,-122.0,0.55,0.658,0.108,-104.0,0.51,0.342,-0.168,1,0,2023-06-15 22:10:00,10,5.1,True,81.97
1,Jared Shuster,L,ATL,COL,4.7,4.5,112.0,0.472,0.505,0.033,-142.0,0.587,0.495,-0.092,1,0,2023-06-16 19:20:00,2,5.2,False,-100.0
2,Martin Perez,L,TEX,TOR,4.54,3.5,-130.0,0.565,0.665,0.1,102.0,0.495,0.335,-0.16,1,0,2023-06-16 20:05:00,3,6.0,False,-100.0
15,Dinelson Lamet,R,COL,ATL,6.15,4.5,-102.0,0.505,0.734,0.229,-126.0,0.558,0.266,-0.292,1,0,2023-06-16 19:20:00,5,4.0,True,98.04
19,Brady Singer,R,KCR,LAA,6.05,4.5,-166.0,0.624,0.722,0.098,130.0,0.435,0.278,-0.157,1,0,2023-06-16 20:10:00,5,5.1,True,60.24
0,Justin Steele,L,CHC,BAL,5.79,4.5,-122.0,0.55,0.686,0.136,-104.0,0.51,0.314,-0.196,1,0,2023-06-17 14:20:00,4,5.0,False,-100.0
2,Wade Miley,L,MIL,PIT,4.08,3.5,104.0,0.49,0.582,0.092,-132.0,0.569,0.418,-0.151,1,0,2023-06-17 16:10:00,4,5.0,True,104.0
3,Blake Snell,L,SDP,TBR,6.72,5.5,-148.0,0.597,0.662,0.065,116.0,0.463,0.338,-0.125,1,0,2023-06-17 19:15:00,12,6.0,True,67.57
4,Tommy Henry,L,ARI,CLE,3.63,3.5,118.0,0.459,0.491,0.032,-150.0,0.6,0.509,-0.091,1,0,2023-06-17 22:10:00,3,6.0,False,-100.0
6,Jake Irvin,R,WAS,MIA,4.84,3.5,-106.0,0.515,0.711,0.196,-122.0,0.55,0.289,-0.261,1,0,2023-06-17 16:05:00,4,5.0,True,94.34
8,Hunter Greene,R,CIN,HOU,7.17,6.5,-116.0,0.537,0.576,0.039,-110.0,0.524,0.424,-0.1,1,0,2023-06-17 16:10:00,3,6.0,False,-100.0
10,Connor Seabold,R,COL,ATL,4.66,3.5,-106.0,0.515,0.685,0.17,-120.0,0.545,0.315,-0.23,1,0,2023-06-17 16:10:00,1,3.0,False,-100.0
14,Adam Wainwright,R,STL,NYM,3.98,3.5,114.0,0.467,0.562,0.095,-144.0,0.59,0.438,-0.152,1,0,2023-06-17 16:10:00,3,6.1,False,-100.0
16,Zach Eflin,R,TBR,SDP,5.43,4.5,-144.0,0.59,0.632,0.042,112.0,0.472,0.368,-0.104,1,0,2023-06-17 19:15:00,5,6.0,True,69.44
7,Chase Anderson,R,COL,ATL,3.67,3.5,124.0,0.446,0.5,0.054,-158.0,0.612,0.5,-0.112,1,0,2023-06-18 13:35:00,2,3.0,False,-100.0
10,Luke Weaver,R,CIN,HOU,4.81,4.5,106.0,0.485,0.525,0.04,-136.0,0.576,0.475,-0.101,1,0,2023-06-18 14:10:00,1,5.0,False,-100.0
20,Tanner Bibee,R,CLE,ARI,4.61,4.5,120.0,0.455,0.488,0.033,-152.0,0.603,0.512,-0.091,1,0,2023-06-18 16:10:00,6,5.0,True,120.0
23,Logan Webb,R,SFG,LAD,6.05,5.5,120.0,0.455,0.562,0.107,-152.0,0.603,0.438,-0.165,1,0,2023-06-18 16:10:00,5,7.0,False,-100.0
0,Drew Smyly,L,CHC,PIT,4.86,4.5,132.0,0.431,0.535,0.104,-168.0,0.627,0.465,-0.162,1,0,2023-06-19 19:05:00,4,5.0,False,-100.0
1,Austin Gomber,L,COL,CIN,5.18,4.5,114.0,0.467,0.59,0.123,-144.0,0.59,0.41,-0.18,1,0,2023-06-19 19:10:00,6,5.1,True,114.0
9,Osvaldo Bido,R,PIT,CHC,4.91,4.5,116.0,0.463,0.544,0.081,-146.0,0.593,0.456,-0.137,1,0,2023-06-19 19:05:00,7,6.0,True,116.0
10,Pablo Lopez,R,MIN,BOS,7.14,5.5,-148.0,0.597,0.716,0.119,116.0,0.463,0.284,-0.179,1,0,2023-06-19 19:40:00,9,5.2,True,67.57
12,Corbin Burnes,R,MIL,ARI,7.49,6.5,-110.0,0.524,0.62,0.096,-116.0,0.537,0.38,-0.157,1,0,2023-06-19 20:10:00,3,5.0,False,-100.0
14,Hunter Brown,R,HOU,NYM,7.0,5.5,-120.0,0.545,0.699,0.154,-106.0,0.515,0.301,-0.214,1,0,2023-06-19 20:10:00,7,5.2,True,83.33
13,George Kirby,R,SEA,NYY,6.08,5.5,-112.0,0.528,0.567,0.039,-112.0,0.528,0.433,-0.095,1,0,2023-06-20 19:05:00,4,7.0,False,-100.0
15,Marcus Stroman,R,CHC,PIT,5.18,4.5,100.0,0.5,0.59,0.09,-128.0,0.561,0.41,-0.151,1,0,2023-06-20 19:05:00,5,7.0,True,100.0
16,Johan Oviedo,R,PIT,CHC,5.76,5.5,116.0,0.463,0.515,0.052,-146.0,0.593,0.485,-0.108,1,0,2023-06-20 19:05:00,3,6.0,False,-100.0
19,Bailey Ober,R,MIN,BOS,5.97,5.5,122.0,0.45,0.549,0.099,-156.0,0.609,0.451,-0.158,1,0,2023-06-20 19:40:00,4,6.0,False,-100.0
21,Colin Rea,R,MIL,ARI,5.12,4.5,122.0,0.45,0.581,0.131,-156.0,0.609,0.419,-0.19,1,0,2023-06-20 20:10:00,2,5.1,False,-100.0
25,Seth Lugo,R,SDP,SFG,4.95,3.5,-118.0,0.541,0.728,0.187,-108.0,0.519,0.272,-0.247,1,0,2023-06-20 21:45:00,5,5.0,True,84.75
2,Martin Perez,L,TEX,CHW,4.45,3.5,-144.0,0.59,0.649,0.059,114.0,0.467,0.351,-0.116,1,0,2023-06-21 20:10:00,2,7.0,False,-100.0
6,Taj Bradley,R,TBR,BAL,6.96,5.5,-158.0,0.612,0.695,0.083,124.0,0.446,0.305,-0.141,1,0,2023-06-21 12:10:00,8,6.0,True,63.29
8,Brady Singer,R,KCR,DET,6.07,4.5,-160.0,0.615,0.724,0.109,126.0,0.442,0.276,-0.166,1,0,2023-06-21 13:10:00,2,7.0,False,-100.0
10,Cristian Javier,R,HOU,NYM,6.9,5.5,116.0,0.463,0.686,0.223,-146.0,0.593,0.314,-0.279,1,0,2023-06-21 14:10:00,1,2.1,False,-100.0
12,Julio Teheran,R,MIL,ARI,4.36,3.5,-148.0,0.597,0.633,0.036,116.0,0.463,0.367,-0.096,1,0,2023-06-21 14:10:00,3,5.0,False,-100.0
13,Miles Mikolas,R,STL,WAS,4.34,3.5,-102.0,0.505,0.63,0.125,-126.0,0.558,0.37,-0.188,1,0,2023-06-21 16:05:00,3,7.0,False,-100.0
15,Luis Castillo,R,SEA,NYY,7.71,7.5,110.0,0.476,0.506,0.03,-140.0,0.583,0.494,-0.089,1,0,2023-06-21 19:05:00,3,5.0,False,-100.0
18,Sonny Gray,R,MIN,BOS,6.14,4.5,-164.0,0.621,0.734,0.113,128.0,0.439,0.266,-0.173,1,0,2023-06-21 19:40:00,5,5.0,True,60.98
1,JP Sears,L,OAK,CLE,5.01,4.5,120.0,0.455,0.562,0.107,-154.0,0.606,0.438,-0.168,1,0,2023-06-22 13:10:00,8,7.0,True,120.0
4,Alex Wood,L,SFG,SDP,5.56,4.5,-136.0,0.576,0.651,0.075,108.0,0.481,0.349,-0.132,1,0,2023-06-22 15:45:00,2,3.1,False,-100.0
11,Bryan Woo,R,SEA,NYY,7.54,5.5,-106.0,0.515,0.762,0.247,-120.0,0.545,0.238,-0.307,1,0,2023-06-22 19:05:00,5,5.1,False,-100.0
3,Kyle Freeland,L,COL,LAA,4.6,3.5,106.0,0.485,0.674,0.189,-134.0,0.573,0.326,-0.247,1,0,2023-06-23 20:40:00,3,5.0,False,-100.0
8,Luke Weaver,R,CIN,ATL,4.62,4.5,126.0,0.442,0.49,0.048,-160.0,0.615,0.51,-0.105,1,0,2023-06-23 18:40:00,3,3.1,False,-100.0
10,Logan Gilbert,R,SEA,BAL,6.36,4.5,-116.0,0.537,0.76,0.223,-110.0,0.524,0.24,-0.284,1,0,2023-06-23 19:05:00,5,7.0,True,86.21
13,Taijuan Walker,R,PHI,NYM,4.61,4.5,114.0,0.467,0.489,0.022,-144.0,0.59,0.511,-0.079,1,0,2023-06-23 19:05:00,5,6.0,True,114.0
14,James Kaprielian,R,OAK,TOR,4.6,3.5,-128.0,0.561,0.675,0.114,100.0,0.5,0.325,-0.175,1,0,2023-06-23 19:07:00,8,6.0,True,78.12
18,Lucas Giolito,R,CHW,BOS,6.04,5.5,-108.0,0.519,0.561,0.042,-116.0,0.537,0.439,-0.098,1,0,2023-06-23 20:10:00,10,6.0,True,92.59
19,Joe Musgrove,R,SDP,WAS,5.96,5.5,108.0,0.481,0.547,0.066,-136.0,0.576,0.453,-0.123,1,0,2023-06-23 21:40:00,7,7.0,True,108.0
20,J.P. France,R,HOU,LAD,4.73,4.5,106.0,0.485,0.511,0.026,-134.0,0.573,0.489,-0.084,1,0,2023-06-23 22:10:00,4,6.0,False,-100.0
23,Logan Webb,R,SFG,ARI,5.95,5.5,104.0,0.49,0.546,0.056,-130.0,0.565,0.454,-0.111,1,0,2023-06-23 22:15:00,5,7.0,False,-100.0
0,Justin Steele,L,CHC,STL,5.62,3.5,-138.0,0.58,0.811,0.231,108.0,0.481,0.189,-0.292,1,0,2023-06-24 13:10:00,8,6.0,True,72.46
1,Cristopher Sanchez,L,PHI,NYM,5.07,3.5,-140.0,0.583,0.744,0.161,110.0,0.476,0.256,-0.22,1,0,2023-06-24 16:05:00,4,5.0,True,71.43
4,Adam Wainwright,R,STL,CHC,3.92,3.5,128.0,0.439,0.551,0.112,-164.0,0.621,0.449,-0.172,1,0,2023-06-24 13:10:00,0,3.0,False,-100.0
7,Bryce Miller,R,SEA,BAL,5.64,4.5,128.0,0.439,0.664,0.225,-164.0,0.621,0.336,-0.285,1,0,2023-06-24 16:05:00,4,4.1,False,-100.0
11,Freddy Peralta,R,MIL,CLE,5.99,4.5,-126.0,0.558,0.713,0.155,-102.0,0.505,0.287,-0.218,1,0,2023-06-24 16:10:00,5,5.0,True,79.37
19,Reese Olson,R,DET,MIN,6.63,5.5,104.0,0.49,0.649,0.159,-132.0,0.569,0.35,-0.219,1,0,2023-06-24 19:15:00,9,5.1,True,104.0
20,Ronel Blanco,R,HOU,LAD,5.14,4.5,110.0,0.476,0.583,0.107,-140.0,0.583,0.417,-0.166,1,0,2023-06-24 19:15:00,6,6.0,True,110.0
21,Bobby Miller,R,LAD,HOU,5.66,5.5,114.0,0.467,0.499,0.032,-146.0,0.593,0.501,-0.092,1,0,2023-06-24 19:15:00,3,4.0,False,-100.0
2,Daniel Lynch,L,KCR,TBR,4.85,3.5,-174.0,0.635,0.714,0.079,136.0,0.424,0.286,-0.138,1,0,2023-06-25 13:40:00,2,6.0,False,-100.0
4,Austin Gomber,L,COL,LAA,5.25,3.5,-112.0,0.528,0.769,0.241,-112.0,0.528,0.231,-0.297,1,0,2023-06-25 15:10:00,3,5.0,False,-100.0
6,Marcus Stroman,R,CHC,STL,5.12,4.5,116.0,0.463,0.581,0.118,-148.0,0.597,0.419,-0.178,1,0,2023-06-25 10:10:00,2,3.1,False,-100.0
7,Bailey Ober,R,MIN,DET,5.97,5.5,-102.0,0.505,0.549,0.044,-124.0,0.554,0.451,-0.103,1,0,2023-06-25 12:10:00,8,6.0,True,98.04
11,George Kirby,R,SEA,BAL,6.03,4.5,110.0,0.476,0.718,0.242,-140.0,0.583,0.282,-0.301,1,0,2023-06-25 13:35:00,4,6.1,False,-100.0
15,Luis Medina,R,OAK,TOR,5.12,3.5,-124.0,0.554,0.751,0.197,-102.0,0.505,0.249,-0.256,1,0,2023-06-25 13:37:00,4,5.0,True,80.65
18,Corbin Burnes,R,MIL,CLE,7.52,5.5,120.0,0.455,0.761,0.306,-152.0,0.603,0.239,-0.364,1,0,2023-06-25 13:40:00,3,5.2,False,-100.0
20,Johan Oviedo,R,PIT,MIA,5.54,4.5,-138.0,0.58,0.649,0.069,108.0,0.481,0.351,-0.13,1,0,2023-06-25 13:40:00,6,7.0,True,72.46
23,Anthony DeSclafani,R,SFG,ARI,4.42,3.5,-132.0,0.569,0.643,0.074,104.0,0.49,0.357,-0.133,1,0,2023-06-25 16:05:00,3,6.0,False,-100.0
24,Seth Lugo,R,SDP,WAS,4.97,4.5,118.0,0.459,0.554,0.095,-150.0,0.6,0.446,-0.154,1,0,2023-06-25 16:10:00,4,5.0,False,-100.0
25,Hunter Brown,R,HOU,LAD,6.94,5.5,-112.0,0.528,0.692,0.164,-112.0,0.528,0.308,-0.22,1,0,2023-06-25 19:10:00,7,6.0,True,89.29
26,Tony Gonsolin,R,LAD,HOU,4.83,4.5,116.0,0.463,0.529,0.066,-148.0,0.597,0.471,-0.126,1,0,2023-06-25 19:10:00,3,5.0,False,-100.0
4,Colin Rea,R,MIL,NYM,4.93,3.5,-142.0,0.587,0.724,0.137,112.0,0.472,0.276,-0.196,1,0,2023-06-26 19:10:00,3,6.1,False,-100.0
6,Sonny Gray,R,MIN,ATL,6.14,4.5,-166.0,0.624,0.733,0.109,130.0,0.435,0.267,-0.168,1,0,2023-06-26 19:20:00,5,6.2,True,60.24
10,Luis Castillo,R,SEA,WAS,7.6,6.5,-104.0,0.51,0.636,0.126,-122.0,0.55,0.364,-0.186,1,0,2023-06-26 21:40:00,7,7.0,True,96.15
3,Martin Perez,L,TEX,DET,4.43,3.5,-164.0,0.621,0.646,0.025,128.0,0.439,0.354,-0.085,1,0,2023-06-27 20:05:00,4,6.0,True,60.98
4,Clayton Kershaw,L,LAD,COL,6.73,6.5,116.0,0.463,0.509,0.046,-148.0,0.597,0.491,-0.106,1,0,2023-06-27 20:40:00,2,6.0,False,-100.0
9,Joe Ryan,R,MIN,ATL,7.15,5.5,-112.0,0.528,0.718,0.19,-112.0,0.528,0.282,-0.246,1,0,2023-06-27 19:20:00,5,3.0,False,-100.0
13,Brady Singer,R,KCR,CLE,6.0,3.5,-110.0,0.524,0.849,0.325,-116.0,0.537,0.151,-0.386,1,0,2023-06-27 20:10:00,3,6.0,False,-100.0
14,Connor Seabold,R,COL,LAD,4.57,3.5,116.0,0.463,0.669,0.206,-148.0,0.597,0.331,-0.266,1,0,2023-06-27 20:40:00,3,5.0,False,-100.0
