name,over,under,prop_k,commence_time
Hyun-jin Ryu,120,-150,4.5,2023-08-01 19:07:00
Johan Oviedo,104,-130,5.5,2023-08-01 19:05:00
Jose Quintana,118,-150,4.5,2023-08-01 20:10:00
Josiah Gray,-128,100,4.5,2023-08-01 19:05:00
Justin Steele,-108,-118,5.5,2023-08-01 20:05:00
Kyle Bradish,128,-160,5.5,2023-08-01 19:07:00
Matt Manning,110,-140,4.5,2023-08-01 19:05:00
Patrick Sandoval,-122,-106,4.5,2023-08-01 19:20:00
Ranger Suarez,-102,-126,4.5,2023-08-01 18:40:00
Sandy Alcantara,-158,124,5.5,2023-08-01 18:40:00
Spencer Strider,-138,108,9.5,2023-08-01 19:20:00
Zac Gallen,104,-132,6.5,2023-08-01 21:45:00
Zach Eflin,122,-156,5.5,2023-08-01 19:05:00
Brandon Williamson,-140,110,3.5,2023-08-02 20:05:00
Braxton Garrett,-152,120,5.5,2023-08-02 18:40:00
Dane Dunning,-108,-118,4.5,2023-08-02 20:05:00
Drew Smyly,108,-138,5.5,2023-08-02 20:05:00
Dylan Cease,-126,-102,6.5,2023-08-02 20:05:00
Eduardo Rodriguez,-128,102,5.5,2023-08-02 12:35:00
Gerrit Cole,-110,-116,7.5,2023-08-02 19:05:00
Grayson Rodriguez,-146,114,4.5,2023-08-02 19:07:00
Hogan Harris,-164,128,3.5,2023-08-02 22:10:00
Joe Musgrove,126,-160,6.5,2023-08-02 15:10:00
Joe Ryan,-152,120,5.5,2023-08-02 19:45:00
Kodai Senga,120,-152,6.5,2023-08-02 20:10:00
Kutter Crawford,120,-152,5.5,2023-08-02 16:10:00
Kyle Freeland,122,-154,3.5,2023-08-02 15:10:00
Logan Gilbert,-138,108,5.5,2023-08-02 16:10:00
Logan Webb,116,-148,5.5,2023-08-02 21:45:00
Lucas Giolito,108,-138,5.5,2023-08-02 12:20:00
MacKenzie Gore,-120,-106,5.5,2023-08-02 13:05:00
Osvaldo Bido,-122,-104,4.5,2023-08-02 12:35:00
Shane McClanahan,124,-158,6.5,2023-08-02 19:05:00
Tony Gonsolin,-130,102,5.5,2023-08-02 22:10:00
Wade Miley,-136,108,3.5,2023-08-02 13:05:00
Yonny Chirinos,-126,-102,3.5,2023-08-02 12:20:00
Yusei Kikuchi,-122,-104,6.5,2023-08-02 19:07:00
Zack Wheeler,124,-158,7.5,2023-08-02 18:40:00
Adrian Houser,104,-132,4.5,2023-08-03 19:15:00
Brady Singer,-118,-108,4.5,2023-08-03 14:10:00
Brandon Pfaadt,-136,108,4.5,2023-08-03 15:45:00
Bryan Woo,-128,100,5.5,2023-08-03 21:38:00
Carlos Carrasco,-140,110,3.5,2023-08-03 14:10:00
Clarke Schmidt,-148,116,4.5,2023-08-03 19:15:00
Cristian Javier,102,-128,5.5,2023-08-03 19:15:00
JP Sears,-118,-108,4.5,2023-08-03 22:10:00
Jack Flaherty,-116,-110,5.5,2023-08-03 15:07:00
Jameson Taillon,128,-164,5.5,2023-08-03 20:05:00
Johnny Cueto,-172,134,3.5,2023-08-03 12:10:00
Julio Urias,-160,126,5.5,2023-08-03 22:10:00
Kevin Gausman,112,-142,7.5,2023-08-03 15:07:00
Luke Weaver,-172,134,3.5,2023-08-03 20:05:00
Matthew Liberatore,-134,106,3.5,2023-08-03 19:45:00
Max Scherzer,100,-128,7.5,2023-08-03 14:05:00
Michael Lorenzen,-108,-118,4.5,2023-08-03 12:10:00
Mitch Keller,106,-134,5.5,2023-08-03 19:15:00
Shohei Ohtani,-144,112,7.5,2023-08-03 21:38:00
Sonny Gray,128,-164,5.5,2023-08-03 19:45:00
Touki Toussaint,-112,-112,4.5,2023-08-03 14:05:00
Aaron Nola,-134,106,6.5,2023-08-04 19:05:00
Adam Wainwright,-140,110,3.5,2023-08-04 20:15:00
Alek Manoah,102,-130,4.5,2023-08-04 19:10:00
Bailey Ober,118,-150,5.5,2023-08-04 20:10:00
Bobby Miller,108,-138,5.5,2023-08-04 21:40:00
Chris Flexen,128,-164,3.5,2023-08-04 20:15:00
Colin Rea,104,-134,5.5,2023-08-04 20:10:00
David Peterson,-106,-122,4.5,2023-08-04 19:05:00
Dean Kremer,124,-158,5.5,2023-08-04 19:05:00
Graham Ashcraft,124,-158,4.5,2023-08-04 18:40:00
Hunter Brown,-140,110,5.5,2023-08-04 19:05:00
James Paxton,-158,124,5.5,2023-08-04 19:10:00
Jesus Luzardo,-132,104,6.5,2023-08-04 20:05:00
Jordan Lyles,-154,122,3.5,2023-08-04 19:05:00
Jordan Montgomery,-138,108,4.5,2023-08-04 20:05:00
Kyle Hendricks,-126,-102,3.5,2023-08-04 14:20:00
Logan Allen,108,-138,5.5,2023-08-04 19:10:00
Luis Castillo,106,-136,7.5,2023-08-04 21:38:00
Luis Severino,124,-158,5.5,2023-08-04 19:05:00
Max Fried,116,-146,5.5,2023-08-04 14:20:00
Merrill Kelly,114,-146,6.5,2023-08-04 20:10:00
Mike Clevinger,-118,-108,3.5,2023-08-04 19:10:00
Patrick Corbin,110,-140,4.5,2023-08-04 18:40:00
Quinn Priester,-154,120,3.5,2023-08-04 20:10:00
Reese Olson,110,-140,4.5,2023-08-04 18:40:00
Reid Detmers,116,-148,7.5,2023-08-04 21:38:00
Yu Darvish,-126,-102,5.5,2023-08-04 21:40:00
Aaron Civale,122,-156,5.5,2023-08-05 13:10:00
Andrew Abbott,-148,116,5.5,2023-08-05 16:10:00
Bryce Elder,132,-168,4.5,2023-08-05 14:20:00
Cristopher Sanchez,-142,112,4.5,2023-08-05 18:05:00
George Kirby,116,-148,6.5,2023-08-05 21:07:00
Javier Assad,120,-152,3.5,2023-08-05 14:20:00
Joan Adon,-104,-122,4.5,2023-08-05 16:10:00
Jon Gray,-138,110,4.5,2023-08-05 16:05:00
Justin Verlander,118,-150,6.5,2023-08-05 13:05:00
Kenta Maeda,120,-152,5.5,2023-08-05 19:10:00
Kyle Gibson,-136,108,4.5,2023-08-05 19:05:00
Michael Kopech,-128,102,4.5,2023-08-05 19:10:00
Nestor Cortes,-124,-102,3.5,2023-08-05 13:05:00
Noah Syndergaard,116,-148,4.5,2023-08-05 19:10:00
Ross Stripling,-118,-108,4.5,2023-08-05 19:07:00
Ryne Nelson,-102,-126,4.5,2023-08-05 19:10:00
Steven Matz,114,-144,6.5,2023-08-05 19:15:00
Tarik Skubal,-154,122,4.5,2023-08-05 13:10:00
Tyler Anderson,108,-136,5.5,2023-08-05 21:07:00
Tylor Megill,-154,122,3.5,2023-08-05 19:05:00
Alex Cobb,-104,-122,6.5,2023-08-06 16:07:00
Andrew Heaney,-110,-116,5.5,2023-08-06 14:35:00
Austin Gomber,102,-130,4.5,2023-08-06 14:15:00
Brandon Woodruff,110,-140,7.5,2023-08-06 14:10:00
Bryce Miller,100,-128,5.5,2023-08-06 16:07:00
Carlos Rodon,116,-148,6.5,2023-08-06 13:35:00
Charlie Morton,-142,112,5.5,2023-08-06 14:20:00
Chase Silseth,-112,-112,4.5,2023-08-06 16:07:00
Chris Bassitt,-128,100,4.5,2023-08-06 13:35:00
Jake Irvin,106,-134,4.5,2023-08-06 13:40:00
Johan Oviedo,120,-152,5.5,2023-08-06 14:10:00
Jose Quintana,-166,130,3.5,2023-08-06 13:35:00
Justin Steele,-120,-106,4.5,2023-08-06 14:20:00
Kyle Bradish,104,-134,5.5,2023-08-06 13:35:00
Lance Lynn,126,-160,6.5,2023-08-06 19:10:00
Luis Medina,-146,114,4.5,2023-08-06 16:07:00
Matt Manning,118,-150,4.5,2023-08-06 13:40:00
Rich Hill,122,-156,4.5,2023-08-06 19:10:00
Sandy Alcantara,-122,-104,5.5,2023-08-06 14:35:00
Taijuan Walker,-118,-108,4.5,2023-08-06 13:35:00
Tyler Glasnow,120,-154,8.5,2023-08-06 13:40:00
Zac Gallen,-158,124,6.5,2023-08-06 14:10:00
Brandon Williamson,-158,124,3.5,2023-08-07 18:40:00
Brayan Bello,-166,130,4.5,2023-08-07 19:10:00
Cole Ragans,112,-142,4.5,2023-08-07 19:10:00
Dane Dunning,-122,-106,5.5,2023-08-07 21:40:00
Drew Smyly,-112,-112,4.5,2023-08-07 19:10:00
Dylan Cease,122,-156,7.5,2023-08-07 20:10:00
Eury Perez,128,-164,6.5,2023-08-07 18:40:00
Freddy Peralta,108,-136,8.5,2023-08-07 20:10:00
Gavin Williams,-134,106,4.5,2023-08-07 19:10:00
Gerrit Cole,-148,116,6.5,2023-08-07 20:10:00
Hyun-jin Ryu,100,-128,3.5,2023-08-07 19:10:00
Joey Wentz,-128,100,4.5,2023-08-07 18:40:00
Ken Waldichuk,114,-146,5.5,2023-08-07 21:40:00
Kodai Senga,102,-128,6.5,2023-08-07 19:10:00
Logan Webb,116,-148,6.5,2023-08-07 21:38:00
Osvaldo Bido,-110,-116,3.5,2023-08-07 19:05:00
Pablo Lopez,-102,-126,7.5,2023-08-07 18:40:00
Patrick Sandoval,-106,-118,5.5,2023-08-07 21:38:00
Peter Lambert,-180,140,2.5,2023-08-07 20:10:00
Ranger Suarez,108,-136,4.5,2023-08-07 18:40:00
Seth Lugo,-152,120,4.5,2023-08-07 16:10:00
Spencer Strider,108,-136,9.5,2023-08-07 19:05:00
Tony Gonsolin,-138,108,3.5,2023-08-07 16:10:00
Trevor Williams,-112,-112,3.5,2023-08-07 18:40:00
Brady Singer,126,-160,4.5,2023-08-08 19:10:00
Brandon Pfaadt,-112,-112,4.5,2023-08-08 21:40:00
Braxton Garrett,-132,104,5.5,2023-08-08 18:40:00
Carlos Carrasco,-172,134,3.5,2023-08-08 19:10:00
Clarke Schmidt,-138,108,4.5,2023-08-08 20:10:00
Grayson Rodriguez,108,-136,5.5,2023-08-08 19:05:00
JP Sears,104,-132,5.5,2023-08-08 21:40:00
Jameson Taillon,-156,122,4.5,2023-08-08 19:10:00
Julio Urias,-110,-116,4.5,2023-08-08 21:40:00
Kutter Crawford,-128,100,4.5,2023-08-08 19:10:00
Kyle Freeland,104,-132,4.5,2023-08-08 20:10:00
Logan Gilbert,-108,-118,5.5,2023-08-08 21:40:00
Lucas Giolito,-152,120,5.5,2023-08-08 21:38:00
Luke Weaver,112,-144,4.5,2023-08-08 18:40:00
Max Scherzer,-108,-118,7.5,2023-08-08 21:40:00
Miles Mikolas,124,-158,4.5,2023-08-08 18:40:00
Mitch Keller,122,-156,5.5,2023-08-08 19:05:00
Tanner Bibee,-130,104,5.5,2023-08-08 19:10:00
Touki Toussaint,114,-146,5.5,2023-08-08 20:10:00
Trevor Williams,-140,110,3.5,2023-08-08 16:05:00
Wade Miley,-128,100,4.5,2023-08-08 20:10:00
Yonny Chirinos,-102,-124,3.5,2023-08-08 19:05:00
Yusei Kikuchi,-104,-122,5.5,2023-08-08 19:10:00
Zach Eflin,100,-128,5.5,2023-08-08 18:40:00
Zack Wheeler,-156,124,5.5,2023-08-08 16:05:00
Adrian Houser,128,-164,5.5,2023-08-09 14:10:00
Bobby Miller,-158,124,4.5,2023-08-09 21:40:00
Chris Flexen,120,-152,3.5,2023-08-09 14:10:00
Cristian Javier,-142,112,4.5,2023-08-09 19:05:00
Dakota Hudson,-106,-120,3.5,2023-08-09 18:40:00
David Peterson,-156,122,3.5,2023-08-09 19:10:00
Graham Ashcraft,-104,-122,4.5,2023-08-09 12:35:00
Jack Flaherty,-112,-112,5.5,2023-08-09 19:05:00
Johnny Cueto,-106,-122,4.5,2023-08-09 12:35:00
Jordan Lyles,-148,116,3.5,2023-08-09 19:10:00
Jordan Montgomery,122,-154,5.5,2023-08-09 15:37:00
Kevin Gausman,120,-154,6.5,2023-08-09 19:10:00
Kyle Hendricks,-122,-106,3.5,2023-08-09 19:10:00
Logan Allen,-132,104,4.5,2023-08-09 19:10:00
MacKenzie Gore,116,-148,6.5,2023-08-09 18:40:00
Max Fried,104,-134,5.5,2023-08-09 19:05:00
Merrill Kelly,108,-136,5.5,2023-08-09 21:40:00
Michael Lorenzen,128,-164,4.5,2023-08-09 18:40:00
Quinn Priester,-134,106,3.5,2023-08-09 19:05:00
Shohei Ohtani,-102,-126,7.5,2023-08-09 21:38:00
Aaron Nola,112,-142,6.5,2023-08-10 18:40:00
Alek Manoah,120,-152,4.5,2023-08-10 13:10:00
Bryce Elder,-164,128,3.5,2023-08-10 12:35:00
Dean Kremer,-118,-108,4.5,2023-08-10 12:35:00
Hunter Brown,120,-152,5.5,2023-08-10 12:35:00
James Paxton,-144,114,6.5,2023-08-10 19:10:00
Kenta Maeda,122,-154,6.5,2023-08-10 13:10:00
Matthew Liberatore,126,-160,3.5,2023-08-10 18:40:00
Patrick Corbin,100,-128,4.5,2023-08-10 18:40:00
Reese Olson,108,-138,5.5,2023-08-10 13:10:00
Ty Blach,130,-168,3.5,2023-08-10 22:10:00
Zack Littell,-126,-102,3.5,2023-08-10 18:40:00
Aaron Civale,-148,116,4.5,2023-08-11 18:40:00
Adam Wainwright,120,-152,3.5,2023-08-11 20:10:00
Andrew Abbott,102,-128,5.5,2023-08-11 19:05:00
Austin Gomber,-116,-110,3.5,2023-08-11 22:10:00
Blake Snell,-108,-118,6.5,2023-08-11 21:40:00
Charlie Morton,122,-156,6.5,2023-08-11 19:10:00
Chris Sale,-156,122,4.5,2023-08-11 19:10:00
Corbin Burnes,-140,110,6.5,2023-08-11 20:10:00
Javier Assad,104,-130,3.5,2023-08-11 19:07:00
Joan Adon,-164,128,4.5,2023-08-11 19:05:00
Johan Oviedo,-146,114,5.5,2023-08-11 19:05:00
Jon Gray,-118,-108,4.5,2023-08-11 22:15:00
Jose Berrios,102,-130,5.5,2023-08-11 19:07:00
Justin Verlander,-122,-104,6.5,2023-08-11 20:10:00
Kyle Gibson,-112,-112,5.5,2023-08-11 22:10:00
Lance Lynn,118,-150,8.5,2023-08-11 22:10:00
Luis Castillo,124,-156,7.5,2023-08-11 22:10:00
Michael Kopech,128,-164,5.5,2023-08-11 20:10:00
Paul Blackburn,-132,104,3.5,2023-08-11 19:05:00
Reid Detmers,-112,-112,5.5,2023-08-11 20:10:00
Ryne Nelson,-140,110,3.5,2023-08-11 21:40:00
Tarik Skubal,110,-140,5.5,2023-08-11 19:10:00
Tylor Megill,112,-142,4.5,2023-08-11 19:10:00
Xzavion Curry,-138,108,3.5,2023-08-11 18:40:00
